object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201612439349300026,042964630,SIOCHAIN PROPERTIES LP,143 BORDER STREET,EAST BOSTON,MA,02128,043489643,PROVIDES HOUSING FOR LOW TO MODERATE INCOME INDIVIDUALS/FAMILIES,MA,N/A,N/A,0,1
201632289349306638,841559406,Parkside Terrace LP,1999 Broadway Suite 1000,Denver,CO,80202,363914505,low-inc hsng,IL,na,RELATED,false,false
201632289349306638,841559406,Pilchuck,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Pine Road Village,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Pinewood Court Apartments,1999 Broadway Suite 1000,Denver,CO,80202,680435836,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Rainer Vista Block 43 Owner LP(Columbia,1999 Broadway Suite 1000,Denver,CO,80202,273221112,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Red Door Limited Partnership,1999 Broadway Suite 1000,Denver,CO,80202,363915050,low-inc hsng,IL,na,RELATED,false,false
201632289349306638,841559406,Reynoldstown Senior Apts (Renoldstown),1999 Broadway Suite 1000,Denver,CO,80202,270162550,low-inc hsng,GA,na,RELATED,false,false
201632289349306638,841559406,Rock Creek Terrace,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Roseland Limited Partnerhsip,1999 Broadway Suite 1000,Denver,CO,80202,364304416,low-inc hsng,IL,na,RELATED,false,false
201632289349306638,841559406,Roseland Place LP,1999 Broadway Suite 1000,Denver,CO,80202,800195044,low-inc hsng,IL,na,RELATED,false,false
201632289349306638,841559406,San Felipe Homes (San Felipe Homes),1999 Broadway Suite 1000,Denver,CO,80202,954384732,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Sandstone,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,SC Residence LLC,1999 Broadway Suite 1000,Denver,CO,80202,260675562,low-inc hsng,WI,na,RELATED,false,false
201632289349306638,841559406,Silvercrest,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Skagit Village,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Somerset Senior Hsg,1999 Broadway Suite 1000,Denver,CO,80202,742765568,low-inc hsng,TX,na,RELATED,false,false
201632289349306638,841559406,South Loop Apartments,1999 Broadway Suite 1000,Denver,CO,80202,364027476,low-inc hsng,IL,na,RELATED,false,false
201632289349306638,841559406,St Andrew Community LP,1999 Broadway Suite 1000,Denver,CO,80202,651308080,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Sunnydale Development Co LLC,1999 Broadway Suite 1000,Denver,CO,80202,263566543,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Tahoe Valley Townhomes Assoc,1999 Broadway Suite 1000,Denver,CO,80202,943298324,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,The Keating Building Little Village LLC,1999 Broadway Suite 1000,Denver,CO,80202,264584321,low-inc hsng,IL,na,RELATED,false,false
201632289349306638,841559406,Third and LeCante LP,1999 Broadway Suite 1000,Denver,CO,80202,264176495,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Villa Columba Mercy Riverside LP,1999 Broadway Suite 1000,Denver,CO,80202,651308076,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Villa Columbia Mercy Riverside LP (Merc,1999 Broadway Suite 1000,Denver,CO,80202,364304416,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Villa Kathleen Redevelopment,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Village Park Housing Associates,1999 Broadway Suite 1000,Denver,CO,80202,680254566,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Visitation Valley Fam Hsg Assoc,1999 Broadway Suite 1000,Denver,CO,80202,943275566,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Wapato Gardens,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Washington Square,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Wentworth Commons,1999 Broadway Suite 1000,Denver,CO,80202,300082553,low-inc hsng,IL,na,RELATED,false,false
201632289349306638,841559406,West 28th Street,1999 Broadway Suite 1000,Denver,CO,80202,954550003,low-inc hsng,CA,na,RELATED,false,false
201632289349306638,841559406,Western Manor LP,1999 Broadway Suite 1000,Denver,CO,80202,264578652,low-inc hsng,NE,na,RELATED,false,false
201632289349306638,841559406,Woodlake Manor,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632289349306638,841559406,Woodlake Manor II,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201602579349300825,043326727,ADMIRALS HILL ASSISTED LIVING LP,165 CAPTAINS ROW,CHELSEA,MA,02150,043255842,ASSISTED LIVING,MA,N/A
201602579349300825,043326727,ADMIRALS HILL ASSISTED LIVING II LP,165 CAPTAINS ROW,CHELSEA,MA,02150,043538835,ASSISTED LIVING,MA,N/A
201602569349300110,520986261,Jubilee Housing LP,1640 Columbia Road NW,Washington,DC,20009,542117756,Real estate,DC,Jubilee Housing Inc,Related,0,1,0.00010
201602569349300110,520986261,Jubilee Housing Limited Partnership II,1640 Columbia Road NW,Washington,DC,20009,550879363,Real estate,DC,Jubilee Housing Inc,Related,0,1,0.00010
201602569349300110,520986261,Jubilee Maycroft LLC,1640 Columbia Road NW,Washington,DC,20009,Real estate,DC,Jubilee Housing Inc,Related,0,1,1.00000
201612379349300036,363891982,DIVERSEY SQUARE ASSOCIATES II,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363608291,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,NORTH KILDARE ASSOCIATES LP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363358411,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,HUMBOLDT PARK LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363801596,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,CONTINENTAL PLAZA PRESERVATION II LP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,203859796,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,DIVERSEY PARKWAY ASSOCIATES LLC,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363990230,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,PASEO BORICUA LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,300153730,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,PALMER SQUARE PRESERVATION LP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,202925285,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,GATEWAY APARTMENTS LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,364418771,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,CENTRAL PARK LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363929031,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,NORTH AND TALMAN FAMILY LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,205728917,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,NORTH AND TALMAN ELDERLY LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,205728996,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,BOULEVARD COURT APARTMENTS LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,264147698,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,NORTH AND TALMAN III LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,264473871,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,NORTH AND PULASKI ELDERLY LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,273722347,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,CICERO & GEORGE LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,800589149,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,HHDC MALLARD POINT LLC,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,471511071,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,HHDC DAMEN COURT LLC,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,471511396,RENTAL REAL ESTATE,IL,N/A
201612379349300036,363891982,AFFORDABLE COMMUNITY ENERGY I LLC,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,800772267,ENERGY COMPANY,IL,N/A
201612379349300036,363891982,SACRAMENTO AND THOMAS LIMITED PARTNERSHIP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,472359658,RENTAL REAL ESTATE,IL,N/A
201642449349300534,061070285,Senior Living by Masonicare,PO Box 70,Wallingford,CT,06492,364784728,Manage Senior Living Facility,CT,Masonicare at Mystic,false,false,0.78130
201632509349300023,134224803,1028 Howard St Associates,1999 Broadway Suite 1000,Denver,CO,80202,943160742,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,104th Street LP,1999 Broadway Suite 1000,Denver,CO,80202,272755027,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,1100 Ocean Avenue LP,1999 Broadway Suite 1000,Denver,CO,80202,454437017,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,1101 Howard St Associates,1999 Broadway Suite 1000,Denver,CO,80202,943160341,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,111 Jones Street Assoc (111 Jones St),1999 Broadway Suite 1000,Denver,CO,80202,943142765,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,1475 167th Avenue Assoc,1999 Broadway Suite 1000,Denver,CO,80202,943249328,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,16th & Church Street Assoc,1999 Broadway Suite 1000,Denver,CO,80202,943135262,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,180 Properties,1999 Broadway Suite 1000,Denver,CO,80202,270561021,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,1760 Bush LP,1999 Broadway Suite 1000,Denver,CO,80202,473449006,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,1880 Pine LP,1999 Broadway Suite 1000,Denver,CO,80202,471291546,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,2000 Illinois Aurora LLC,1999 Broadway Suite 1000,Denver,CO,80202,462558442,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,2101 Telegraph Avenue Assoc,1999 Broadway Suite 1000,Denver,CO,80202,943222935,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,2220 10th Avenue Assoc (Santana Apts),1999 Broadway Suite 1000,Denver,CO,80202,943140163,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,2698 California LP,1999 Broadway Suite 1000,Denver,CO,80202,473462784,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,2814 Fifth Street Associates LP,1999 Broadway Suite 1000,Denver,CO,80202,680340317,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,365 Fulton LP (Parcel G),1999 Broadway Suite 1000,Denver,CO,80202,261539223,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,4707 Malden Ltd Partnership,1999 Broadway Suite 1000,Denver,CO,80202,363762788,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,5042 Winthrop Apartments LP,1999 Broadway Suite 1000,Denver,CO,80202,363855358,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,55 Laguna LP,1999 Broadway Suite 1000,Denver,CO,80202,453582721,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,901 West 63rd LP (Englewood Apartments),1999 Broadway Suite 1000,Denver,CO,80202,261233617,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Acquisition Properties Georgia I,1999 Broadway Suite 1000,Denver,CO,80202,204465851,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Acquisition Properties Georgia II,1999 Broadway Suite 1000,Denver,CO,80202,204465972,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Adamsville Green LP,1999 Broadway Suite 1000,Denver,CO,80202,262252791,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Allegre Mercy Redevelopment LLLP,1999 Broadway Suite 1000,Denver,CO,80202,453540725,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Antioch Villas LP,1999 Broadway Suite 1000,Denver,CO,80202,270194197,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Appian Way Mercy LLC,1999 Broadway Suite 1000,Denver,CO,80202,911546525,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Aromor Mercy LLC (Aromor Apartments),1999 Broadway Suite 1000,Denver,CO,80202,300296042,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Bayshore Court,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Belray Apartments,1999 Broadway Suite 1000,Denver,CO,80202,364027474,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Bennett House LP,1999 Broadway Suite 1000,Denver,CO,80202,651308081,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Bishops Block (Bishops Block),1999 Broadway Suite 1000,Denver,CO,80202,010477157,low-inc hsng,IA,na,RELATED,false,false
201632509349300023,134224803,Bluff Mercy LLC,1999 Broadway Suite 1000,Denver,CO,80202,270954394,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Boise Senior 202 Owner LP,1999 Broadway Suite 1000,Denver,CO,80202,270992784,low-inc hsng,ID,na,RELATED,false,false
201632509349300023,134224803,Boundary Village,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Brentwood Green Valley Apts,1999 Broadway Suite 1000,Denver,CO,80202,943135990,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Britton Street Assoc(Britton Court),1999 Broadway Suite 1000,Denver,CO,80202,943300509,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Cambridge Apartments,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Cascade Apartments,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Cascade Village,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Cedarwood I,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Cedarwood IV,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Centro Partners,1999 Broadway Suite 1000,Denver,CO,80202,770295344,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Cheney Gardens,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Coastside Senior Housing LP,1999 Broadway Suite 1000,Denver,CO,80202,452262853,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Colonia San Martin Associates LP,1999 Broadway Suite 1000,Denver,CO,80202,830481233,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Commons on Main LP,1999 Broadway Suite 1000,Denver,CO,80202,208033896,low-inc hsng,OH,na,RELATED,false,false
201632509349300023,134224803,Countryside Senior Apartments LP,1999 Broadway Suite 1000,Denver,CO,80202,261483851,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Danville Veterans Housing LLC,1999 Broadway Suite 1000,Denver,CO,80202,352441770,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Dorothy Day Community LP,1999 Broadway Suite 1000,Denver,CO,80202,651308078,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Dove Family Housing Associates LP,1999 Broadway Suite 1000,Denver,CO,80202,330975782,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Eden House LP,1999 Broadway Suite 1000,Denver,CO,80202,462704216,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,El Monte LP,1999 Broadway Suite 1000,Denver,CO,80202,461360554,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Evergreen Manor,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Evergreen Vista 1 Owner LP,1999 Broadway Suite 1000,Denver,CO,80202,274160484,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Family Tree & Lincoln Way LLLP,1999 Broadway Suite 1000,Denver,CO,80202,462841485,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Ferndale Villa,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Fircrest,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Florin Wood Assoc,1999 Broadway Suite 1000,Denver,CO,80202,680318012,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Franciscan Homes III LP,1999 Broadway Suite 1000,Denver,CO,80202,311394513,low-inc hsng,OH,na,RELATED,false,false
201632509349300023,134224803,Franciscan Homes IV LP,1999 Broadway Suite 1000,Denver,CO,80202,311463371,low-inc hsng,OH,na,RELATED,false,false
201632509349300023,134224803,Galewood SLF Associates LP,1999 Broadway Suite 1000,Denver,CO,80202,201882654,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Grayslake senior housing,1999 Broadway Suite 1000,Denver,CO,80202,263800351,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Greenwich Park Apartments LLC,1999 Broadway Suite 1000,Denver,CO,80202,320453460,low-inc hsng,WI,na,RELATED,false,false
201632509349300023,134224803,Harold Washington Apartments,1999 Broadway Suite 1000,Denver,CO,80202,363556291,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,HWA-850 EASTWOOD LP,1999 Broadway Suite 1000,Denver,CO,80202,271257130,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Impact Family Village GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,364715432,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Impact Family Village LP,1999 Broadway Suite 1000,Denver,CO,80202,800769567,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Intercommunity Mercy Washington II,1999 Broadway Suite 1000,Denver,CO,80202,911572690,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,JFK Tower LP,1999 Broadway Suite 1000,Denver,CO,80202,473477829,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Johnston Center Outlots LLC,1999 Broadway Suite 1000,Denver,CO,80202,270162550,low-inc hsng,WI,na,RELATED,false,false
201632509349300023,134224803,Johnston Center Re-Use LP,1999 Broadway Suite 1000,Denver,CO,80202,300529359,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Junipero Serra LP,1999 Broadway Suite 1000,Denver,CO,80202,651308082,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Kankakee Station Street Senior Housing L,1999 Broadway Suite 1000,Denver,CO,80202,461841937,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Kennedy Estates Hsg Assoc,1999 Broadway Suite 1000,Denver,CO,80202,680355465,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,La Playa Residential,1999 Broadway Suite 1000,Denver,CO,80202,770278613,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Lake Stevens,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Lake Village East,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mabton Gardens,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Magnolia Limited Partnership,1999 Broadway Suite 1000,Denver,CO,80202,363822288,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Malden Limited Partnership II,1999 Broadway Suite 1000,Denver,CO,80202,208746121,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Marlton Affordable Hsg Assoc,1999 Broadway Suite 1000,Denver,CO,80202,043594636,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mason Apartments (Mason School Apts),1999 Broadway Suite 1000,Denver,CO,80202,421301449,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Alston Lake LLC,1999 Broadway Suite 1000,Denver,CO,80202,202948887,low-inc hsng,SC,na,RELATED,false,false
201632509349300023,134224803,Mercy Crestview Village Housing LP,1999 Broadway Suite 1000,Denver,CO,80202,264578510,low-inc hsng,NE,na,RELATED,false,false
201632509349300023,134224803,Mercy Eden House LLC,1999 Broadway Suite 1000,Denver,CO,80202,464227209,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,MERCY FAMILY PLAZA LP,1999 Broadway Suite 1000,Denver,CO,80202,943094867,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Arizona I,1999 Broadway Suite 1000,Denver,CO,80202,860791473,low-inc hsng,AZ,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Arizona II (Page Commons),1999 Broadway Suite 1000,Denver,CO,80202,331075152,low-inc hsng,AZ,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Ca XXXIII,1999 Broadway Suite 1000,Denver,CO,80202,432100410,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Ca XXXVII,1999 Broadway Suite 1000,Denver,CO,80202,680631916,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 46 LP,1999 Broadway Suite 1000,Denver,CO,80202,272321382,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 47 LP,1999 Broadway Suite 1000,Denver,CO,80202,272930358,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 48 LP,1999 Broadway Suite 1000,Denver,CO,80202,273117667,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 49 LP,1999 Broadway Suite 1000,Denver,CO,80202,273277379,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 50 LP(St Anth,1999 Broadway Suite 1000,Denver,CO,80202,273381997,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 51 LP (200 6th,1999 Broadway Suite 1000,Denver,CO,80202,942963228,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 52 LP,1999 Broadway Suite 1000,Denver,CO,80202,452751062,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 53 LP (Madonna,1999 Broadway Suite 1000,Denver,CO,80202,452050339,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 54 LP,1999 Broadway Suite 1000,Denver,CO,80202,942963228,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 55 LP,1999 Broadway Suite 1000,Denver,CO,80202,453710672,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 56 LP,1999 Broadway Suite 1000,Denver,CO,80202,454659051,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 57 LP,1999 Broadway Suite 1000,Denver,CO,80202,454711412,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 58 LP,1999 Broadway Suite 1000,Denver,CO,80202,454486957,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 59 LP,1999 Broadway Suite 1000,Denver,CO,80202,462537487,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 60 LP,1999 Broadway Suite 1000,Denver,CO,80202,461239561,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 61 LP,1999 Broadway Suite 1000,Denver,CO,80202,463636570,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 62 LP,1999 Broadway Suite 1000,Denver,CO,80202,463424351,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 63 LP,1999 Broadway Suite 1000,Denver,CO,80202,463921420,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 64 LP,1999 Broadway Suite 1000,Denver,CO,80202,465015672,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 65 LP,1999 Broadway Suite 1000,Denver,CO,80202,471120541,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 66 LP,1999 Broadway Suite 1000,Denver,CO,80202,473441276,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 67 LP,1999 Broadway Suite 1000,Denver,CO,80202,473628711,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 68 LP,1999 Broadway Suite 1000,Denver,CO,80202,474992813,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 71 LP,1999 Broadway Suite 1000,Denver,CO,80202,475468338,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California 72 LP,1999 Broadway Suite 1000,Denver,CO,80202,811758210,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California I,1999 Broadway Suite 1000,Denver,CO,80202,841210914,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California II,1999 Broadway Suite 1000,Denver,CO,80202,943187825,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California III,1999 Broadway Suite 1000,Denver,CO,80202,943187826,low-inc hsng,CA,na,RELATED,false,false
