object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,1036289,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,742555,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,522364,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,418149,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,349399,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,240697,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,204012,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,173731,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,127616,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,120734,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,100314,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,90340,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,79976,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,78746,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,73000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,72599,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,65678,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,64448,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,59802,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,55522,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,53127,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,50000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,46985,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,43000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,42640,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,41500,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,41499,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,31334,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,30000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,25400,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,24173,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,24000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,23878,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,21166,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,20580,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,19988,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,18695,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,16645,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,15000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,15000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,12000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,11931,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,8053,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,1648187,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,1201304,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,750964,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,651629,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,410507,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,373111,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,360900,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,335955,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,316955,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,285690,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,278607,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,236640,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,190525,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,189616,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,177228,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,125242,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,117625,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,116290,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,114574,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,97963,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,92300,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,82262,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,80100,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,71250,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,67748,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,61923,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,59547,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,52668,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,48841,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,47389,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,44719,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,43436,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,41589,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,39249,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,26930,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,25628,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,24699,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,21638,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,21638,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,21530,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,20000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,18721,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,18321,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,17568,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,14616,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,10759,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,10207,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,6261,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,6253,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,6253,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,540202,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,387224,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,95507,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,45499,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,27999,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,27540,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,25461,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,MIDDLE EAST & NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,20135,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,463352,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,401856,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,270318,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,167318,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,73505,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,72852,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,52320,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,50000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,46222,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,40635,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,33906,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,33625,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,24737,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,RUSSIA & INDEPENDENT STATES,SPONSORED RESEARCH - SUB AWARD,33379,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,RUSSIA & INDEPENDENT STATES,SPONSORED RESEARCH - SUB AWARD,32311,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,RUSSIA & INDEPENDENT STATES,SPONSORED RESEARCH - SUB AWARD,21600,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,685152,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,675821,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,117479,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,116000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,103091,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,95824,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,62849,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,28029,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,20000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,13799,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH AMERICA,SPONSORED RESEARCH - SUB AWARD,5767,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,3132366,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1664072,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1319421,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1020578,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,1004052,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,995061,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,902919,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,849103,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,651839,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,542016,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,540862,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,499514,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,454201,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,450673,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,396090,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,390424,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,248309,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,245987,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,236267,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,224877,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,220154,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,173238,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,170750,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,158142,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,117079,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,106939,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,101699,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,93424,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,80763,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,75514,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,72153,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,64290,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,42705,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,38802,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,37961,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,34755,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,22670,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,20805,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,10806,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,9737,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,9000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,9000,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,5142,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SOUTH ASIA,SPONSORED RESEARCH - SUB AWARD,5016,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,4452034,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,3919799,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,3538642,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,3107796,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2709743,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2549843,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2226722,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1745622,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1727759,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1479999,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1376813,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1295537,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1267054,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1265939,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1250961,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1237650,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1223957,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1140977,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1115196,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1021110,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,986406,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,822438,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,805205,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,798723,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,767599,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,726013,WIRE TRANSFER,N/A,N/A
201711329349302626,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,699261,WIRE TRANSFER,N/A,N/A
