object_id,ein,BndRfrncCd,BsnssNmLn1Txt,BndIssrEIN,BndIssdDt,IssPrcAmt,PrpsDsc,DfsdInd,OnBhlfOfIssrInd,PlFnncngInd
201520759349301212,042103585,D,MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,043431814,57583UCZ9,2011-05-25,24589453,REFUND PRIOR ISSUE AND NEW CONSTRUCTION,0,0,0
201521329349302162,390826049,A,WHEFA Adj Rate Put Option Rev Bond Series 2006,391337855,97710VH35,2006-06-29,23165000,"CONTR, RENNOV, REFUND '93/'94",false,false,false
201521339349302172,050258809,IRS990ScheduleK,A,RI H&E CORP SERIES 2003A & 2003B,521300173,762243CA9,2003-11-13,91425000,FINANCE CAPITAL PROJECTS,false,false,false
201521339349302172,050258809,IRS990ScheduleK,B,RI H&E BLD CORP SERIES 2004,521300173,762243FX6,2004-04-24,22545097,ADVANCED REFUNDING 1995 BOND,false,false,false
201521339349302172,050258809,IRS990ScheduleK,C,RI H&E BLD CORP SERIES 2005A,521300173,762243MY6,2005-10-04,85500000,FINANCE CAPITAL PROJECTS,false,false,false
201521339349302172,050258809,IRS990ScheduleK,D,RI H&E CORP SERIES 2007,521300173,762197BP5,2007-06-27,92405058,FIN.CAP.PJT./REFUND 1998 COM.PAPER,false,false,false
201521329349302427,231352648,A,CHESTER COUNTY HEALTH & ED FACILITIES AU,232265260,165579DP5,2005-06-26,23128089,CAMPUS RENOVATIONS AND UPGRADES,false,false,false
201521329349302427,231352648,B,CHESTER COUNTY HEALTH & ED FACILITIES AU,232265260,2010-12-15,14165797,"CURRENT REFUNDING, EST DEBT SERVIC",false,false,false
201521329349302427,231352648,C,CHESTER COUNTY HEALTH & ED FACILITIES AU,232265260,165579ET6,2013-12-16,19110000,CURRENT REFUNDING SERIES 2010 and,false,false,false
201521339349302622,630312914,A,The Educational Building Authority of the City of Homewood,521442481,437887EU2,2007-02-26,25241000,Construction and renovation of capital projects,false,false,false
201521339349302622,630312914,B,The Educational Building Authority of the City of Homewood,521442481,2009-09-24,25000000,Current refunding of Series 2007-B Refund of 2008-B bonds,false,false,false
201521339349302622,630312914,C,The Educational Building Authority of the City of Homewood,521442481,2012-07-16,22350000,Construction of capital projects,false,false,false
201521339349302622,630312914,D,The Educational Building Authority of the City of Homewood,521442481,437887FW7,2013-07-29,78551420,"Current refunding of Series 2001, 2008-A and 2010-A bonds.",false,false,false
201520789349300532,591023117,A,PALM BEACH COUNTY EDUCATIONAL FACILITIES AUTHORITY,521562288,2013-06-19,25000000,REFINANCE PRIOR ISSUES AND FUND CONSTRUCTION PROJECTS,false,false,false
201520789349300532,591023117,B,PALM BEACH COUNTY EDUCATIONAL FACILITIES AUTHORITY,521562288,2012-05-23,11077544,PURCHASE ENERGY CONSERVATION EQUIPMENT,false,false,false
201520829349300842,131740445,A,New York Industrial development agency,132906040,649438bd9,2006-06-01,22117032,build and refurbish dorms,false,false,false
201521329349303782,042121659,R000010,A,Massachusetts Development Finance Agency,043431814,57583RNT8,2007-06-28,86922372,Construction of a residence hall and refunding of Series 1997-I and II bonds,0,0,0
201521329349303782,042121659,R000010,B,Massachusetts Development Finance Agency,043431814,57583RTX3,2008-04-09,48995000,Refunding of Series 2003 and 2005 bonds,0,0,0
201521329349303782,042121659,R000010,C,Massachusetts Development Finance Agency,043431814,57583RS48,2010-01-27,56074338,Construction of a recreation center and other renovations on the main campus,0,0,0
201521329349303782,042121659,R000010,D,Massachusetts Development Finance Agency,043431814,57583UST6,2012-10-30,43369451,Construction of a residence hall and other renovations on the main campus,0,0,0
201521339349303737,150532200,R000010,A,Oneida County Industrial development Agency,090210781,682462LDG,2005-06-09,8781124,"Construct electric substation, renovate campus bldgs, refunding of bonds issued 11/2/95",0,0,0
201521339349303737,150532200,R000010,B,Oneida County Industrial Development Agency,090210781,682465BZ1,2007-03-20,59690356,"Construct 40,000 sq ft addition, renovate other bldgs, refunding of bonds issued 2/11/99",0,0,0
201521339349303737,150532200,R000010,C,Dormitory Authority of State of NY,146000293,649905XD3,2010-02-11,13984775,Refunding of bonds issued 2/11/99,0,0,0
201521339349303737,150532200,R000010,D,Onieda County Industrial Development Agency,090210781,682465DA4,2008-09-25,54964593,Refunding of bonds issued 6/21/02,0,0,0
201521339349304132,520591421,A,CITY OF ANNAPOLIS MARYLAND SERIES A,526000764,035779CN5,2007-06-08,4755000,DEFEASE PORTION-PRIOR BONDS,false,false
201521339349304132,520591421,B,CITY OF ANNAPOLIS MARYLAND SERIES B,526000764,035779CN5,2007-06-08,8690000,DEFEASE PORTION OF PRIOR BONDS; P,false,false
201521339349304132,520591421,C,CITY OF SANTA FE NEW MEXICO SERIES 2011,856000168,999999999,2011-07-21,8310000,CONSTRUCTION OF NEW DORMITORY FAC,false,false
201521339349304262,440546278,A,SEE PART VI,431178966,606901W85,2005-12-01,10500000,"Construct, renovate, equip, acquir",false,false,false
201521359349302302,520591672,RetDoc1053100001,A,COUNTY COMMISSIONERS OF FREDERICK COUNTY,526000943,355697BL6,2006-01-12,22065000,REFUNDING OF SERIES 2001B AND CONSTRUCTION OF NEW RESIDENCE HALL,0,0,0
201521359349302302,520591672,RetDoc1053100001,B,COUNTY COMMISSIONERS OF FREDERICK COUNTY,526000943,355697CB7,2007-03-27,22333074,REFUNDING OF SERIES 2001A BONDS AND CAMPUS PROJECTS,0,0,0
201521359349302302,520591672,RetDoc1053100001,C,TOWN OF EMMITSBURG,526017142,2007-12-21,10000000,RENOVATIONS TO RESIDENCE HALL AND FINE ARTS CENTER,0,0,0
201521359349302302,520591672,RetDoc1053100001,D,TOWN OF EMMITSBURG,526017142,2008-12-23,10000000,RENOVATIONS TO RESIDENCE HALL AND FINE ARTS CENTER,0,0,0
201520869349300437,350868101,A,CITY OF HUNTINGTON INDIANA ECONOMIC AUTHORITY,351634309,446356CD7,2007-08-01,8750000,INDIANA ECONOMIC AUTHORITY,false,false,false
201521329349304677,941156525,A,California Educational Facilities Authority,521705592,130178CJ3,2006-01-25,19765595,Science Building/Refund 1996 Bond,false,false,false
201521329349304677,941156525,B,California Educational Facilities Authority,521705592,130178FR2,2007-02-27,11279671,"Refund 1997, 1999, and 2001 Bonds",false,false,true
201520899349300707,231501197,00000009,A,Series 2008 Bonds,70917RTA3,2008-08-01,20000000,Construction,false,false,false
201520899349300707,231501197,00000009,B,Series 2004 Bonds,70917PDD8,2004-01-01,12000000,Construction,false,false,false
201520899349300707,231501197,00000009,C,PA HIGHER EDUCATIONAL FACILITIES AUTHORITY,70917SHD8,2013-09-30,1450000,REFINANCE,false,false,false
201520899349300707,231501197,00000009,D,PA HIGHER EDUCATIONAL FACILITIES AUTHORITY,70917SHE6,2013-09-30,1455000,REFINANCE,false,false,false
201521359349304057,570314395,A,Educ Facilities Authority for Private Non-Profit,576000286,936896GB0,2006-04-16,41545074,Construction and Capital Improveme,false,false,false
201521359349304057,570314395,B,Educ Facilities Authority for Private Non-Profit,576000286,836896GE4,2006-07-06,46660000,Refunding and Capital Improvements,false,false,false
201521359349304057,570314395,C,Educ Facilities Authority for Private Non-Profit,576000286,836896JA4,2010-03-18,21867529,Refunding and Capital Improvements,false,false,false
201540489349301704,314379584,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,2011-05-25,24500000,DORMITORY CONSTRUCTION,false,false,false
201540489349301704,314379584,B,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BNM8,2004-12-02,24980000,"RENOVATION & REFINANCING (REFUNDED BONDS WERE 12/12/97, 6/10/99, 5/9/02 AND 6/5/03)",false,false,false
201540489349301704,314379584,C,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BUB4,2007-04-26,10935000,DESIGN & CONSTRUCTION OF BUILDING,false,false,false
201531339349301738,520591613,A,Maryland Health and Higher Educational Facilities Authority,520936091,574218KW2,2012-08-30,22315289,Refund Series 2004 Revenue Bonds originally issued 8/18/2004.,0,0,0
201531339349301738,520591613,B,Maryland Health and Higher Educational Facilities Authority,520936091,2012-09-26,52070000,"Refund Series 1995, 1997, 1999, 2001 and 2007 Bonds",0,0,0
201531339349301738,520591613,C,Maryland Health and Higher Educational Facilities Authority,520936091,2012-10-18,15000000,Renovations to the Institution's former library and existing building structures.,0,0,0
201540139349300129,630288841,A,GREATER MONTGOMERY EDUCATIONAL BUILDING AUTHORITY,2013-02-25,24500000,REFINANCING OF DEBT AND FINANCE CAPITAL IMPROVEMENTS,0,0,0
201540139349300704,344427516,A,OHIO HIGHER EDUCATION FACILITY COMMISSION,386849674,67756BUJ7,2013-06-28,31538190,REFUND PRIOR ISSUE/NEW BUILDINGS,false,false,false
201540449349301359,510537391,A,UNCC FACILITIES DEVELOPMENT CORP,560537391,914705AQ1,2005-05-04,16745000,STUDENT HOUSING DEVELOPMENT,0,0,0
201531339349303083,540505940,A,INDUSTRIAL DEVELOPMENT AUTHORITY OF THE TOWN OF ASHLAND VIRGINIA,521353936,2004-12-15,4900000,"RENOVATE DORMITORIES, REFURBISH GYM, UPGRADE HVAC IN GYM & ADDITIONAL DORMS",0,0,0
201531339349303083,540505940,B,ECONOMIC DEVELOPMENT AUTHORITY OF THE TOWN OF ASHLAND VIRGINIA,521353936,2011-04-01,10000000,"CONSTRUCT DORMITORY, RENNOVATE HOUSE, OTHER CAPITAL IMPROVEMENTS",0,0,0
201531339349303083,540505940,C,ECONOMIC DEVELOPMENT AUTHORITY OF THE TOWN OF ASHLAND VIRGINIA,521353936,2013-02-01,10000000,REFINANCE SER. 1998 VCBA REVENUE BOND,0,0,0
201531339349303083,540505940,D,ECONOMIC DEVELOPMENT AUTHORITY OF THE TOWN OF ASHLAND VIRGINIA,521353936,2012-12-20,10000000,"CONSTRUCT APARTMENT STYLE DORMITORY, ADDITIONAL FACILITIES AND CAPITAL IMPRO",0,0,0
201531359349308993,550357072,A,THE PHILIPPI MUNICIPAL BUILDING COM,550143590,718211AA3,2012-11-30,36785000,CAMPUS CONSTRUCTION PROJECTS AND REFUNDING OF PRIOR ISSUANCE,false,false,false
201540559349300009,370681530,A,City of Greenville Bond County Illinios,376000403,2011-11-01,5000000,Refund 2006 Bond Issue,0,0,0
201531289349301108,350868149,A,Indiana Educational Facilities Authority,521698917,4550483N6,2004-12-16,16905000,Refunding of the 1995 and 1996 Series bonds.,0,0,0
201531289349301108,350868149,B,Indiana Educational Facilities Authority,521698917,455057ZN2,2010-09-08,21645000,Refunding of 1999 and 2003 Series bonds,0,0,0
201531289349301108,350868149,C,Indiana Finance Authority,351602316,455057J67,2011-09-08,21000000,"Construction and expansion of campus facilities, including a Residence Hall",0,0,0
201540459349300244,131624158,RetDoc1053100001,A,Dormitory Authority of the State of New York,146000293,64983QEPO,2005-06-02,65000000,Const. & renov. of campus,0,0,0
201540459349300244,131624158,RetDoc1053100001,B,Dormitory Authority of the State of New York,146000293,649903YA3,2008-01-31,103215000,Const. & renov. of campus,0,0,0
201540459349300244,131624158,RetDoc1053100001,C,Dormitory Authority of the State of New York,146000293,649905BE5,2009-04-08,62119152,Current Refunding,0,0,0
201540459349300244,131624158,RetDoc1053100001,D,Dormitory Authority of the State of New York,146000293,649905BF2,2009-04-08,100000000,Const. & renov. of campus,0,0,0
201531339349304883,910565553,A,Washington Higher Education Facilities Authority,911306482,2013-12-19,85515000,Refund Bonds Issued 06/26/2008; Buildings & Structures,0,0,0
201531349349303068,042005934,A,Massacusetts Development Finance Agency,043431814,2010-10-15,3075000,Purchase of real property - Land and Building,0,0,0
201531349349303068,042005934,B,Massachusetts Health and Educational Facilities Authority,042456011,57586CXX8,2007-04-18,8106171,Debt retirement of conventional loans on real property acquisition,0,0,0
201531339349305458,610458355,A,CITY OF WILMORE KY,616001932,2009-12-18,9000000,CONSTRUCTION OF CAMPUS FACILITIES,0,0,0
201540479349300909,741277664,A,TRINITY HIGHER EDUCATIONAL FACILITI,742857169,896613AQ9,2012-11-15,16668682,REFUND BONDS ISSUED 10/16/2002,false,false,false
201540479349301109,520591694,A,CITY OF WESTMINSTER MD,526000811,960733BU6,2006-11-16,33760000,"STF RESIDENT FAC, NEW FITNESS CTR",0,0,0
201531349349305243,240795453,A,PENNSYLVANIA HIGHER EDUCATION FACILITIES AUTHORITY,232243852,70917NU77,2005-02-03,9105000,SERIES A OF 2005 - TO ADVNC-REF'D O/S BAL OF 2000 BONDS & TO PAY ISS COSTS,0,0,0
201531349349305243,240795453,B,PENNSYLVANIA HIGHER EDUCATION FACILITIES AUTHORITY,232243852,70917N4Q4,2005-04-15,11447049,SERIES B OF 2005 - TO REF'D 1999 D4 BNDS; FIN CONSTR OF ATH FAC; FND DBT SVC,0,0,0
201531349349305243,240795453,C,PENNSYLVANIA HIGHER EDUCATION FACILITIES AUTHORITY,232243852,70917RAZ8,2005-12-15,12567509,SERIES C OF 2005 - TO FIN RENOV OF RES HALL; FIN VAR CAP IMP; FND DBT SVC,0,0,0
201531349349305243,240795453,D,THE ABINGTON TOWNSHIP MUNICIPAL AUTHORITY,231708665,003642AH8,2007-01-04,14991657,SERIES OF 2007 - TO FIN RENOV OF RESIDENCE HALL & OTHER CAP IMPROVMENTS,0,0,0
201540629349300629,150543658,A,MADISON COUNTY IDA,521325841,2006-03-28,9975000,CAPITAL IMPROVEMENTS,0,0,0
201532249349300013,860702049,A,SERIES 2013A ALLIANCE BANK,2013-06-18,7767915,EDUCATION FACILITIES,false,false,false
201532249349300013,860702049,B,SERIES 2013C ALLIANCE BANK,2013-10-01,7732085,EDUCATION FACILITIES,false,false,false
201531319349301188,131628206,A,Dormitory Authority of the State of New York,146000293,649905WR3,2009-02-09,49013498,Refunding DASNY Series 1999 Bonds,false,false,false
201540439349300949,042271070,A,MASSACHUSETTS DEVELOPMENT FINANCE AGENT,043431814,57583RHQ1,2006-12-21,12900091,ACQUISITION/RENOVATION OF 951 BOYLSTON STREET; REFUND OF NONPROFIT FIN. LOAN,0,0,0
201540439349300949,042271070,B,MASSACHUSETTS DEVELOPMENT FINANCE AGENT,043431814,NONEAVAIL,2012-03-19,5800000,ACQUISITION/RENOVATION OF 951 BOYLSTON STREET AND 320 NEWBURY STREET REFUND,0,0,0
201540489349301299,240795406,A,THE GENERAL MUNICIPAL AUTHORITY OF THE BOROUGH OF HARVEYS LAKE,231920749,417846AA0,2008-12-18,21360000,"PARTIAL REFUNDING OF PRIOR BOND ISSUE, FIN CAPITAL PROJS, PAY ISSUANCE COSTS",0,0,0
201531349349308018,540505965,IRS990ScheduleK,A,VIRGINIA COLLEGE BUILDING AUTHORITY,541249154,927781YF5,2011-02-28,45587682,REFUND PRIOR ISSUE,false,false,false
201531349349308018,540505965,IRS990ScheduleK,B,VIRGINIA COLLEGE BUILDING AUTHORITY,541249154,9277803U8,2004-08-05,15069000,REFUND PRIOR ISSUE,false,false,false
201531349349308018,540505965,IRS990ScheduleK,C,VIRGINIA COLLEGE BUILDING AUTHORITY,541249154,9277802U8,2004-08-05,30931000,CONSTRUCT SCIENCE BUILDING & FORUM,false,false,false
201531349349308018,540505965,IRS990ScheduleK,D,VIRGINIA COLLEGE BUILDING AUTHORITY,541249154,927781CR3,2006-11-08,38070000,REFUND PRIOR ISSUE,false,false,false
201542259349302194,951643307,A,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178ez5,2006-07-12,165000000,"FIN VAR CAP PROJ,REFUND SER 2003",false,false,false
201542259349302194,951643307,B,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,131078te6,2009-07-28,80696800,"CONST,ACQ,IMPROVE VAR CAP PROJ",false,false,false
201541349349304779,314379560,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION OHIO BOARD OF REGENTS,346849674,2014-01-29,39805000,REFINANCING OF 2007 BOND ISSUE,false,false,false
201540919349300914,911036794,A,WHEFA,2001-06-21,11090000,REDEMPTION OF 2005 BONDS,0,0,0
201540919349300914,911036794,B,WHEFA,2001-06-21,13140000,REDEMPTION OF 2009 BONDS,0,0,0
201541349349305894,231352655,A,Pennsylvania Economic Development Financing Authority,70869PDP9,2004-06-10,40140000,"Contruct/Equip 400 bed residence hall, oth cap project, pay capital",1,0,0
201541349349305894,231352655,B,PNC Bank National Assn,2013-10-03,36808033,"Construct/Equip 400 bed residence hall, oth cap project, pay capital",0,0,0
201541329349300414,231352354,RetDoc1053100001,A,ANNVILLE TOWNSHIP AUTHORITY,236003026,2004-09-17,5000000,SEE PART VI,0,0,0
201541329349300414,231352354,RetDoc1053100001,B,ANNVILLE TOWNSHIP AUTHORITY,236003026,2007-11-29,9028765,SEE PART VI,0,0,0
201541329349300414,231352354,RetDoc1053100001,C,ANNVILLE TOWNSHIP AUTHORITY,236003026,2008-05-21,5066000,SEE PART VI,0,0,0
201541329349300414,231352354,RetDoc1053100001,D,ANNVILLE TOWNSHIP AUTHORITY,236003026,2009-08-11,5225000,SEE PART VI,0,0,0
201541959349300439,941156365,IRS990ScheduleK,A,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY CP,521705592,13018AAA8,2013-06-27,300000000,SEE SCHEDULE O,false,false,false
201541959349300439,941156365,IRS990ScheduleK,B,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY S,521705592,130175P89,2004-06-24,181196530,SEE SCHEDULE O,false,false,false
201541959349300439,941156365,IRS990ScheduleK,C,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY T-1&3,521705592,130178JD9,2007-09-06,153277097,SEE SCHEDULE O,false,false,false
201541959349300439,941156365,IRS990ScheduleK,D,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY T-5,521705592,130178TQ9,2009-08-04,59147724,SEE SCHEDULE O,false,false,false
201541069349300229,710239576,A,City of Siloam Springs Arkansas Public Education Facilities Board,521536674,827176EM6,2002-06-05,2420000,"To advance refund $2,665,000 of outstanding capital improvements.",0,0,0
201541069349300229,710239576,B,City of Siloam Springs Arkansas Public Education Facilities Board,521536674,827176FJ2,2009-12-17,9461811,"To advance refund $8,535,000 of outstanding capital improvements.",0,0,0
201541349349307504,030229504,A,VERMONT EDUCATIONAL AND HEALTH BUILDINGS FINANCING AGENCY,237154467,2010-12-31,6700000,TO PURCHASE REAL ESTATE AT 351 NORTH AVENUE AND CONSOLIDATE DEBT,0,0,0
201541109349300124,520591608,A,COUNTY COMMISSIONERS OF FREDERICK COUNTY,526000943,2010-07-18,15800295,"BUILDINGS AND STRUCTURES, LAND",0,0,0
201541319349301944,050258956,A,RHODE ISLAND HEALTH AND EDUC BUILDING CORP 2008AB,521300173,762197CG4,2008-03-27,93780000,SEE PART VI,false,false,false
201541319349301944,050258956,B,RHODE ISLAND HEALTH AND EDUC BUILDING CORP 2012,521300173,762197KB6,2012-03-28,28791988,2001 BOND REFUNDING,false,false,false
201541319349301944,050258956,C,RHODE ISLAND HEALTH AND EDUC BUILDING CORP 2012B,521300173,762197KZ3,2012-08-29,57055694,2004D BOND REFUNDING,false,false,false
201541339349304279,160743140,IRS990ScheduleK1,A,DASNY RIT SERIES 2002B,146000293,64983QH51,2006-05-04,15719523,SEE SUPPLEMENTAL INFORMATION,true,false,false
201541339349304279,160743140,IRS990ScheduleK1,B,DASNY RIT SERIES 2006A,146000293,64983QF38,2006-05-04,61706239,SEE SUPPLEMENTAL INFORMATION,false,false,false
201541339349304279,160743140,IRS990ScheduleK1,C,DASNY RIT SERIES 2008A,146000293,6499034Y4,2008-11-13,84352284,SEE SUPPLEMENTAL INFORMATION,true,false,false
201541339349304279,160743140,IRS990ScheduleK1,D,DASNY RIT SERIES 2010,146000293,6499054S2,2010-10-21,83324343,SEE SUPPLEMENTAL INFORMATION,false,false,false
201540989349300319,411607453,A,MHEFA SERIES 6-K,410988525,60416HHA5,2006-07-20,7670000,IMPROVEMENTS,0,0,0
201540989349300319,411607453,B,MHEFA SERIES 6-Z,410988525,60416HHA5,2009-11-24,2660000,PARKING LOT,0,0,0
201540989349300319,411607453,C,MHEFA SERIES 7-N,410988525,60416HXR0,2012-04-26,3222823,IMPROVMENTS,0,0,0
201541349349300339,630366652,A,CITY OF HUNTSVILLE,2010-12-31,6080000,PROCEEDS USED TO RETIRE 2008 BOND ISSUANCE & TO PAY 2010 ISSURANCE COST,0,0,0
201540999349300809,231352654,A,PA HIGHER ED FACILITIES AUTHORITY 2012,232243852,70917XXXX,2012-09-12,94975000,CONSTRUCTION/REFUND PRIOR ISUUE,false,false,false
201540999349300809,231352654,B,PA HIGHER ED FACILITIES AUTHORITY 2007A,232243852,70917RNN1,2007-10-01,52875000,CONSTRUCTION/REFUND PRIOR ISSUE,false,false,false
201540999349300809,231352654,C,PA HIGHER ED FACILITIES AUTHORITY 2007B,232243852,70917RNQ4,2007-10-01,47065000,Construction/Refund Prior Issues,true,false,false
201540999349300809,231352654,D,PA Higher Ed Facilities Authority 2003,232243852,70917NET4,2003-10-01,37665000,CONSTRUCTION,true,false,false
201500099349301175,420680400,R000008,A,Iowa Finance Authority,521699886,46246AAZ7,2006-12-13,8000000,Construction and Equipment,0,0,0
201500099349301175,420680400,R000008,B,Iowa Finance Authority,521699886,46246ABA1,2007-07-18,3905000,Construction and Equipment,0,0,0
201500099349301175,420680400,R000008,C,Iowa Higher Education Loan Authority,421235696,462460Y59,2013-05-16,5300000,Working Capital,0,0,1
201500099349301175,420680400,R000008,D,Iowa Higher Education Loan Authority,421235696,2013-07-16,19250000,Construction and equipment,0,0,0
201501259349301430,250496976,R000010,A,City of Erie Higher Education Building Authority,251536711,295437AK7,2007-06-26,22099296,See Part VI,0,0,0
201501259349301430,250496976,R000010,B,City of Erie Higher Education Building Authority,251536711,295437GD2,2010-07-28,8500000,See Part VI,0,0,0
201501259349301430,250496976,R000010,C,City of Erie Higher Education Building Authority,251536711,295437GD2,2010-08-04,11517819,See Part VI,0,0,0
201501259349301430,250496976,R000010,D,City of Erie Higher Education Building Authority,251536711,2012-05-01,3218000,See Part VI,0,0,0
201501359349305610,381359081,A,MICHIGAN HIGHER EDUCATION FACILITIES AUTHORITY,2006-11-01,63385000,"SCIENCE CENTER RENOVATION, REFINANCE OF 2004 BONDS AND OTHER",0,0,0
201500129349300910,560556753,A,LENOIR-RHYNE UNIVERSITY,560556753,65818PFR5,2008-03-13,17000000,SEE SCHEDULE O.,0,0,0
201500449349302610,610444650,IRS990ScheduleK1,A,CITY OF BEREA KENTUCKY(SCHEDULE 1),616001787,083536BE1,2003-12-11,10240000,VARIOUS CAPITAL PROJECTS & REFUND BONDS ISSUED 3/16/1994,false,false,false
201500449349302610,610444650,IRS990ScheduleK1,B,CITY OF BEREA KENTUCKY(SCHEDULE 1),616001787,083536BW1,2005-09-27,8939461,CENTRAL HEAT PLANT AND VARIOUS CAPITAL RETROFITS,false,false,false
201500449349302610,610444650,IRS990ScheduleK1,C,CITY OF BEREA KENTUCKY(SCHEDULE 1),616001787,2010-12-29,7330000,"REFUND BONDS ISSUED 1997, 1998 AND 2000 FOR VARIOUS CAPITAL PROJECTS",false,false,false
201500449349302610,610444650,IRS990ScheduleK1,D,CITY OF BEREA KENTUCKY(SCHEDULE 1),616001787,2012-09-21,10000000,CONSTRUCT RESIDENCE HALL AND REFUND BONDS ISSUED 2008 FOR RENOVATION,false,false,false
201501359349306860,540946734,A,VIRGINIA COLLEGE BUILDING AUTHORITY,541249154,927781WR1,2010-12-21,121891446,"REFINANCE DEBT, EDUCATIONAL RELATED NEW CONSTRUCTION",0,0,0
201501359349307555,111630822,A,DORMITORY AUTHORITY OF THE STATE OF NEW YORK BONDS,111630822,6499038R5,2009-03-19,52195000,SERIES 2009 A&B-ADVANCE REFUND 199,false,false,false
201501359349307555,111630822,B,DORMITORY AUTHORITY OF THE STATE OF NEW YORK BONDS,111630822,649905NT9,2009-08-13,50085890,2009C REV. BONDS CONTRUCTION OF ED,false,false,false
201501219349300125,941156628,A,CA EDUC FAC AUTH,946001347,1301757W6,2005-08-18,27500000,CAPITAL EXPENDITURES,false,false,false
201501219349300125,941156628,B,CA EDUC FAC AUTH,521705592,130178YZ3,2011-02-16,80100322,CUR RFND OF BONDS & CAP EXP,false,false,false
201501219349300125,941156628,C,CA EDUC FAC AUTH,946001347,130175A85,2003-05-28,40000000,CAPITAL EXPENDITURES,false,false,false
201500429349301020,222586208,R000009,A,Landmark College,222586208,924160DD0,2004-07-01,13945000,New Construction and renovation,1,1,1
201500429349301020,222586208,R000009,B,Landmark College,222586208,924160DD0,2008-03-20,3140000,Refinance prior debt,0,0,1
201500429349301020,222586208,R000009,C,Landmark College,222586208,924160DD0,2009-03-12,6250000,New construction and renovation,0,0,1
201500429349301020,222586208,R000009,D,Landmark College,222586208,2014-06-24,15095000,New construction and refinance prior bond debt,0,0,0
201501359349300220,314379585,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756ANLO,2004-09-30,6000000,EDUCATIONAL FACILITIES,true,true,false
201501359349300220,314379585,B,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,2009-11-12,24000000,EDUCATIONAL FACILITIES,false,false,false
201501359349300220,314379585,C,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,2011-12-16,15000000,EDUCATIONAL FACILITIES,false,false,false
201501359349301095,750859668,A,Hale Center Edu Fac Corp,273505770,2010-09-15,33075000,Wayland Baptist Univ.Project,false,false,false
201501359349301095,750859668,B,City of Hale Center2012,273505770,2012-06-30,5120000,Wayland Baptist Univ.Project,false,false,false
201501359349301095,750859668,C,City of BarrowAlaska Rev,926001639,2012-06-30,2625000,Wayland Bapt.- Mortage payoff,false,false,false
201500759349300015,741161941,A,TRINITY HIGHER EDUCATION FACILITIES CORPORATION,742857169,2013-10-01,32797963,REFINANCE PRIOR BOND,0,0,0
201500899349300205,362170999,A,ILLINOIS FINANCE AUTHORITY,861091967,NONEAVAIL,2013-06-17,24248000,"SEE SCHEDULE K, PART VI",0,0,0
201501329349302005,520595110,RetDoc1053100001,A,MHHEFA 2005A BONDS,520936091,574217VC6,2005-03-03,69265000,"SEE SCHEDULE K, PART VI",0,0,0
201501329349302005,520595110,RetDoc1053100001,B,MHHEFA 2008A BONDS,520936091,5742172K0,2008-08-07,135928983,"SEE SCHEDULE K, PART VI",0,0,0
201501329349302005,520595110,RetDoc1053100001,C,MHHEFA CP SERIES A TRANCHE 7,520936091,57421PAA3,2005-06-20,11387000,"SEE SCHEDULE K, PART VI",0,0,0
201501329349302005,520595110,RetDoc1053100001,D,MHHEFA CP SERIES A TRANCHE 8,520936091,57421PAA3,2006-01-26,21713000,"SEE SCHEDULE K, PART VI",0,0,0
201501359349302600,030179403,A,VT EDUCATIONAL & HEALTH BLDG FINANCE AGY,237154467,924166FM8,2012-05-24,50990332,"CONSTRUCTION, EQUIPMENT, REFUNDING",false,false,false
201500909349300430,420680387,A,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,462460E69,2008-06-26,60000000,SEE PART VI,0,0,0
201500909349300430,420680387,B,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,462460H74,2010-03-09,65994798,SEE PART VI,0,0,0
201501359349303300,560529961,A,NC CAPITAL FACILITIES FINANCE AGENCY,561592154,688196GXO,2012-02-28,22354713,NEW RESIDENCE HALL
201501359349303590,560532129,RetDoc1053100001,A,NC CAPITAL FACILITIES FINANCE AGENCY,561592154,65819GCF3,2005-06-24,216311656,SEE PART VI,0,0,0
201501359349303590,560532129,RetDoc1053100001,B,NC CAPITAL FACILITIES FINANCE AGENCY,561592154,65819GDR6,2006-11-02,397964337,SEE PART VI,0,0,0
201501359349303590,560532129,RetDoc1053100001,C,NC CAPITAL FACILITIES FINANCE AGENCY,561592154,65819GES3,2007-01-09,128278030,SEE PART VI,0,0,0
