object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201930659349300838,520591694,WMC CONFERENCE CENTER LP,2 COLLEGE HILL,WESTMINSTER,MD,21157,521698697,HOTEL SERVICES,MD,N/A
201901969349301905,941156365,CANARY SC FUND LP,399 PARK AVENUE,NEW YORK,NY,10022,475662144,INVESTMENTS,DE,STANFORD,EXCLUDED,15558753,27083964,false,0,false,0.99021
201901969349301905,941156365,CANARY SC MASTER FUND LP,89 NEXUS WAY CAMANA BAY,GRAND CAYMAN,CA,KY1-9009,981267847,INVESTMENTS,CJ,CANARY SC FUND,N/A,false
201901969349301905,941156365,CARLSBAD CO-INVEST LP,51 JOHN F KENNEDY PARKWAY SUITE 2,SHORT HILLS,NJ,07078,471702425,INVESTMENTS,DE,STANFORD,EXCLUDED,-104972,5559247,false,-105267,false,0.63690
201901969349301905,941156365,CEE EQUITY HOLDINGS LP,JTC HOUSE 28 ESPLANADE,ST HELIER JERSEY,JE,JE4 2QP,INVESTMENTS,JE,STANFORD,EXCLUDED,627,72895,false,0,false,1.00000
201901969349301905,941156365,CLAIRVUE CAPITAL PARTNERS II-TE 1 LP,TWO EMBARCADERO CENTER SUITE 480,SAN FRANCISCO,CA,94111,800909516,INVESTMENTS,DE,STANFORD,EXCLUDED,-54068,6248565,false,0,false,0.99032
201901969349301905,941156365,CLAIRVUE CAPITAL PARTNERS II-TE 2 LP,TWO EMBARCADERO CENTER SUITE 480,SAN FRANCISCO,CA,94111,800909556,INVESTMENTS,DE,STANFORD,EXCLUDED,-12368,1247728,false,0,false,0.66663
201901969349301905,941156365,EZP OPPORTUNITY LP,635 KNIGHT WAY,STANFORD,CA,943057297,814562962,INVESTMENTS,DE,STANFORD,EXCLUDED,0,10874978,false,0,false,0.99070
201901969349301905,941156365,FORTRESS IW COINVESTMENT (FUND B) LP,1345 AVE OF THE AMERICAS 45TH FL,NEW YORK,NY,10105,980509639,INVESTMENTS,CJ,STANFORD,EXCLUDED,-30205073,0,false,0,false,0.71643
201901969349301905,941156365,FOUR CROSSINGS INSTITUTIONAL PARTNERS V,ONE MARITIME PLAZA SUITE 200,SAN FRANCISCO,CA,94111,814323705,INVESTMENTS,DE,STANFORD,EXCLUDED,23505369,489613606,false,0,false,0.96126
201901969349301905,941156365,FOXLANE LP,410 E WATER STREET SUITE 888,CHARLOTTESVILLE,VA,22902,813314647,INVESTMENTS,DE,STANFORD,EXCLUDED,31033370,245438224,false,0,false,0.99994
201901969349301905,941156365,HHBG-II Investment LP,89 NEXUS WAY CAMANA BAY PO BOX 31,GRAND CAYMAN,CA,KY1-9009,INVESTMENTS,CJ,HHBG SF LIMITED,N/A,false
201901969349301905,941156365,KEB INVESTORS II LP,WASHINGTON MALL STE 304 7 REID ST,HAMILTON,BD,HM 11,INVESTMENTS,BD,STANFORD,EXCLUDED,4129392,761418,false,0,false,0.63820
201901969349301905,941156365,LSF V DHB HOLDINGS LP,2711 N HASKELL AVE STE 1700,DALLAS,TX,75204,272858604,INVESTMENTS,DE,STANFORD,EXCLUDED,111441,0,false,0,false,0.61875
201901969349301905,941156365,OLIFANT FUND LTD,635 KNIGHT WAY,STANFORD,CA,94305,INVESTMENTS,CJ,SBFF LTD,N/A,false
201901969349301905,941156365,OUTLAWS CASINO LTD,485 BROADWAY MAIL CODE 8838,REDWOOD CITY,CA,94063,841457498,HOLDING COMPANY,CO,HP OUTLAWS LLC,N/A,false
201901969349301905,941156365,PALO ALTO LP,13 CASTLE STREET,ST HELIER JERSEY,JE,981126622,INVESTMENTS,JE,STANFORD,EXCLUDED,-1625465,4851092,false,0,false,0.98690
201901969349301905,941156365,RMS FOREST GROWTH II LP,31 INVERNESS CENTER PARKWAY STE 36,BIRMINGHAM,AL,35242,200841908,INVESTMENTS,CA,STANFORD,EXCLUDED,481971,72007476,false,0,false,0.64373
201901969349301905,941156365,SANDOVAL LP,635 KNIGHT WAY,STANFORD,CA,943057297,371873346,INVESTMENTS,DE,STANFORD,EXCLUDED,19513,15059578,false,0,false,0.99900
201901969349301905,941156365,SANDPIPER FUND LP,2000 MCKINNEY AVE STE 2125,DALLAS,TX,75201,260341626,INVESTMENT,TX,STANFORD,EXCLUDED,-59971837,11839091,false,878,false,0.99596
201901969349301905,941156365,SAROFIM MULTIFAMILY PARTNERS LP,8115 PRESTON RD ST400,DALLAS,TX,75225,201929002,RE DEVELOPMENT,TX,STANFORD,EXCLUDED,-14879,274203,false,0,false,0.63750
201901969349301905,941156365,SCP REAL ASSETS FUND (A) LP,2498 SAND HILL RD,MENLO PARK,CA,94025,203949682,INVESTMENTS,DE,STANFORD,EXCLUDED,275506,8719024,false,235828,false,0.62643
201901969349301905,941156365,SEQUOIA MFM OPERATING COMPANY LLC,770 WELCH ROAD LPCH- ADMIN MC5551,PALO ALTO,CA,94304,475060529,MFM PROGRAM,CA,LPCH,N/A,false
201901969349301905,941156365,SIC SNOWCREEK VIII LLC,635 KNIGHT WAY,STANFORD,CA,94305,275431605,RE DEVELOPMENT,CA,STANFORD,EXCLUDED,-24752,0,false,false,0.99873
201901969349301905,941156365,SP SMC PARTNERS LLC,PO BOX 5377,NEW YORK,NY,10185,473103791,INVESTMENTS,DE,STANFORD,EXCLUDED,-956585,122835533,false,-130490,false,0.99900
201901969349301905,941156365,STANFORD EMANUEL RADIATION ONCOLOGY CENT,825 DELBON AV,TURLOCK,CA,95382,208885091,RADIOLOGY,CA,SHC,N/A,false
201901969349301905,941156365,STANFORD PET-CT LLC,300 PASTEUR DR MC 5555,STANFORD,CA,94305,611423414,MED. DIAGNOST,CA,STANFORD,RELATED,0,0,false,0,false,0.50000
201901969349301905,941156365,STANFORD-STARTX FUND LLC,485 BROADWAY MAIL CODE 8838,REDWOOD CITY,CA,94063,464297719,INVESTMENTS,DE,STANFORD,EXCLUDED,273392,127605864,false,0,true,0.66660
201901969349301905,941156365,SUMIT HOLDING INTERNATIONAL LLC,1400 PAGE MILL ROAD MC5713,PALO ALTO,CA,94304,263934706,HOLDING COMPANY,DE,SHC,N/A,false,0
201901969349301905,941156365,TESSERA IONIC LP,635 KNIGHT WAY,STANFORD,CA,943057297,INVESTMENTS,DE,STANFORD,EXCLUDED,0,300000000,false,0,false,1.00000
201901969349301905,941156365,VEDA INVESTORS FUND LP,ONE FAWCETT PL,GREENWICH,CT,06830,811810345,INVESTMENTS,DE,STANFORD,EXCLUDED,58692426,549326953,false,0,false,0.99909
201901969349301905,941156365,VERMILION PEAK MASTER FUND,635 KNIGHT WAY,STANFORD,CA,943057297,INVESTMENTS,DE,VERMILION PEAK,N/A,false
201901969349301905,941156365,WINTER ROCK ALTERNATIVE CREDIT MASTER L,PO BOX 10008 WILLOW HOUSE CRICKET,GRAND CAYMAN,CJ,KY1-1001,941141686,INVESTMENTS,CJ,WINTER ROCK ALT,N/A,false
201901969349301905,941156365,WOLFF REAL ESTATE PARTNERS III A LP,6710 E CAMELBACK ROAD SUITE 100,SCOTTSDALE,AZ,85251,474780701,INVESTMENTS,DE,STANFORD,EXCLUDED,-3261115,78582548,false,-133521,false,0.92166
201901969349301905,941156365,ARCOLA VENTURE LLC,635 KNIGHT WAY,STANFORD,CA,94305,371689632,RE DEVELOPMENT,DE,STANFORD,EXCLUDED,1449656,45485359,false,0,false,0.97700
201901969349301905,941156365,Drawbridge Long Dated Value Fund III (C),PO Box 5098,NEW YORK,NY,101855098,941984869,INVESTMENTS,TX,STANFORD,EXCLUDED,5483156,8771305,false,0,false,0.68140
201901969349301905,941156365,EUCALIPTO FUND LTD,635 KNIGHT WAY,STANFORD,CA,943057297,INVESTMENTS,CJ,SBFF LTD,N/A,false
201902279349302235,721025017,BATON ROUGE REHABILITATION HOSPITAL LLC,8490 PICARDY AVE,BATON ROUGE,LA,70809,271558673,REHAB HOSPITAL,LA,N/A,N/A,0,0
201902279349302235,721025017,BATON ROUGE REHABILITATION DEVELOPMENT LLC,8490 PICARDY AVE,BATON ROUGE,LA,70809,271558883,BLDG LESSOR,LA,N/A,N/A,0,0
201902279349302235,721025017,RADIATION ONCOLOGY CENTER ZACHARY LLC,8490 PICARDY AVE,BATON ROUGE,LA,70809,454618032,ONCOLOGY CLINIC,LA,N/A,N/A,0,0
201941359349302369,210634501,PETROTIGER III LTD,1 HOUSTON CTR 1221 MCKINNEY SUITE,HOUSTON,TX,77010,760328789,INVESTMENT,TX,NA,EXCLUDED FROM TAX,812548,1458658,false,false,0.99000
201941359349302369,210634501,NASSAU CAPITAL FUNDS,22 CHAMBERS STREET 4TH FLOOR,PRINCETON,NJ,08542,223344912,INVESTMENT,DE,NA,EXCLUDED FROM TAX,6041057,66321426,false,19005,false,0.97084
201941359349302369,210634501,DYNAMO BRASIL I LLC,2711 CENTERVILLE ROAD SUITE 400,WILMINGTON,DE,19808,980515400,INVESTMENT,DE,NA,EXCLUDED FROM TAX,-15780807,149515568,false,false,0.99650
201941359349302369,210634501,PB INSTITUTIONAL LP,10 ST JAMES AVE STE1700,BOSTON,MA,02116,043425688,INVESTMENT,DE,NA,EXCLUDED FROM TAX,76015138,1104998876,false,10708162,false,0.98018
201941359349302369,210634501,VARDE FUND VI-A LP,8500 NORMANDALE LAKE BLVD SUITE 15,MINNEAPOLIS,MN,55437,412022693,INVESTMENT,DE,NA,EXCLUDED FROM TAX,46277978,478517106,false,false,0.87420
201941359349302369,210634501,FARALLON CAP INST PARTIII,ONE MARITIME PLAZA SUITE 2100,SAN FRANCISCO,CA,94111,943253905,INVESTMENT,DE,NA,EXCLUDED FROM TAX,79753121,678674650,false,false,0.94442
201941359349302369,210634501,WHITECREST PARTNERS LP,222 BERKELEY STREET 21ST FL,BOSTON,MA,02116,043585396,INVESTMENT,DE,NA,EXCLUDED FROM TAX,75473677,860840060,false,16712504,false,0.84697
201941359349302369,210634501,ALEXANDER STREET PARTNERS LTD,4306 PABLO OAKS COURT,JACKSONVILLE,FL,32224,593374725,INVESTMENT,FL,NA,EXCLUDED FROM TAX,3188980,447370943,false,false,0.76986
201941359349302369,210634501,LAXEY UNIVERSAL VALUE LP,1209 ORANGE STREET,WILMINGTON,DE,19801,210634501,INVESTMENT,DE,NA,EXCLUDED FROM TAX,-330344,955333,false,false,0.64150
201941359349302369,210634501,BPI LTD,103 S CHURCH STPO BOX 1034 GT,GR,CJ,CAYMAN ISLANDS,INVESTMENT,CJ,NA,EXCLUDED FROM TAX,43378948,890585177,false,false,0.81710
201941359349302369,210634501,PETROTIGER IV LTD,1 HOUSTON CENTER-1221 MCKINNEY 37,HOUSTON,TX,77010,760495639,INVESTMENT,TX,NA,EXCLUDED FROM TAX,1688208,2331425,false,false,0.82600
201941359349302369,210634501,PETROTIGER I LTD,1 HOUSTON CENTER 1221 MCKINNEY 3,HOUSTON,TX,77010,760230203,INVESTMENT,TX,NA,EXCLUDED FROM TAX,11353380,25049555,false,false,0.99800
201941359349302369,210634501,FARALLON SPECIAL SITUATION PARTNERS,1 MARITIME PLAZA SUITE 2100,SAN FRANCISCO,CA,94111,943244687,INVESTMENT,CA,NA,EXCLUDED FROM TAX,282631,799080,false,false,0.83240
201941359349302369,210634501,GEOLOGIC RESOURCE OPPORTUNITIES FUNDLTD,c/o Goldman Sachs caymanTrustltd,Gardenia courtSte Market st,Ca,CJ,KY1-1103,investment,CJ,na,EXCLUDED FROM TAX,7718899,43129961,false,false,0.51459
201941359349302369,210634501,THE ORANGE PARTNERS FUND LTD,PO BOX 309GT UGLAND HOUSE,GRAND CAYMAN,CA,CJ,investment,CJ,NA,EXCLUDED FROM TAX,11866155,381123766,false,false,0.98290
201941359349302369,210634501,PC II-B LP,AUGUSTINE HOUSE AUSTIN FRIARS,LONDON,UK,EC2N 2HA,984330376,Investment,UK,NA,EXCLUDED FROM TAX,-281531,749951,false,false,0.52360
201941359349302369,210634501,Tigris Realty Partners LP,477 MADISON AVE SUITE 320,NEW YORK,NY,10022,812932006,Investment,NY,NA,EXCLUDED FROM TAX,2591805,106930149,false,false,0.97963
201941359349302369,210634501,NW UK Regional (No2) LP,1819 WAZEE ST 2ND FL,DENVER,CO,80202,981208214,Investment,CO,NA,EXCLUDED FROM TAX,-212643,6487088,false,75,false,0.98704
201941359349302369,210634501,GC Venture(s) LLC,20 UNIVERSITY RD SUITE 450,CAMBRIDGE,MA,02138,814449331,Investment,MA,NA,EXCLUDED FROM TAX,0,28289778,false,false,0.59999
201941359349302369,210634501,Brait IV Fund LP,PO BOX 908 GT WALKER HOUSE,GRAND CAYMAN,CJ,980485165,Investment,CJ,NA,EXCLUDED FROM TAX,-4301346,18741036,false,false,0.52890
201941359349303044,420680404,BVU FUND LP,C/O CAMBRIDGE ASSOCIATES LLC 125 HI,BOSTON,MA,02110,462921999,INVESTMENTS,DE,CAMBRIDGE ASSOC,EXCLUDED FROM TAX,6345254,142148053,false,6996,false,1.00000
201902259349300810,060646715,Omni Home Health Services E CT LLC dba Backus Home Health Care,12 Case Street 317,Norwich,CT,06360,061458837,Home Health Care,CT,N/A
201902259349300810,060646715,New Britain MRI Limited Partnership,100 Grand Street,New Britain,CT,06050,061271349,Magnetic Resonance Imaging,CT,N/A
201902259349300810,060646715,Ambulance Service of Manchester LLC,PO Box 300,Manchester,CT,06450,061557358,Ambulatory Services,CT,N/A
201902259349300810,060646715,Connecticut Imaging Partners LLC,111 Founders Plaza,East Hartford,CT,06108,134298940,Imaging Services,CT,N/A
201902259349300810,060646715,Glastonbury Endoscopy Center LLC,300 Western Blvd Suite B,Glastonbury,CT,06033,261721234,Endoscopy Services,CT,N/A
201902259349300810,060646715,Glastonbury Surgery Center LLC,195 Eastern Boulevard,Glastonbury,CT,06033,262600828,Surgery Services,CT,N/A
201902259349300810,060646715,Hartford - Middlesex Clinical System LLC,80 Seymour Street,Hartford,CT,06110,061543605,Affilate Support Services,CT,N/A
201902259349300810,060646715,Med East Assoc LLC,1703 West Main Street,Willimantic,CT,06226,061469575,Outpatient Care Clinic,CT,N/A
201902259349300810,060646715,HHC Southington Surgery Center LLC,100 Avon Meadow Lane,Avon,CT,06001,465500829,Surgery Services,CT,Midstate Medical Center,Related,1588832,517426,0,0,0.25000
201902259349300810,060646715,Constitution Surgery Center East LLC,174 Cross Road,Waterford,CT,06385,Surgery Services,CT,N/A
201902259349300810,060646715,CT GI Endoscopy Center LLC,4 Northwestern Drive,Bloomfield,CT,06002,061573358,Endoscopy Services,CT,N/A
201902259349300810,060646715,HHC Hartford Surgery Center LLC,100 Avon Meadow Lane,Avon,CT,06001,812637261,Surgery Services,CT,N/A
201902259349300810,060646715,HHC Urgent Care Go Health LLC,2711 Centerville Road Suite 400,Willmington,DE,19808,815112698,Urgent Care,DE,N/A
201902259349300810,060646715,Wallingford Endoscopy Center LLC,85 Seymour Street Suite 1000,Hartford,CT,06106,824601730,Endoscopy Services,CT,Midstate Medical Center,Related,110000,0,0,0.51000
201902259349300810,060646715,Urology Center for NW CT LLC,538 Litchfield Street,Torrington,CT,06790,582674029,Equipment Rental,CT,N/A
201902259349300810,060646715,Advanced Medical Imaging of NW CT LLC,57 Commerce Blvd,Torrington,CT,06790,061594854,Magnetic Resonance Imaging,CT,N/A
201902259349300810,060646715,Central Connecticut Endoscopy Center,440 New Britain Avenue,Plainville,CT,06062,141855010,Endoscopy Services,CT,N/A
201902259349300810,060646715,The Endoscopy Center of Northwest Connecticut LLC,245 Alvord Park Road,Torrington,CT,06790,061609993,Endoscopy Services,CT,N/A
201911339349304226,350868188,Magna NYC Co-Investment LP,300 Centerville Road,Suite 300 East,Warwick,RI,02886,261523052,Real estate investment,DE,GP Magna NYC Co-Investment LLC,Unrelated,-973936,57507399,false,-838364,false,0.7939
201911339349304226,350868188,Merit Energy Partners VIII LP,13727 Noel Rd,Suite 1200,Dallas,TX,75240,752530212,Direct energy investments,DE,Merit Partners LP,Excluded,8700125,130334083,false,false,0.7522
201911339349304226,350868188,Qiming II Investor Holdings LLC,350 106th Ave NE,First Floor,Bellevue,WA,98004,270464551,Feeder fund,WA,University of Notre Dame du Lac,Excluded,564727,2854116,false,true,1
201911339349304226,350868188,Thor Palmer House Co-Investor LP,25 West 39th Street,11th Floor,New York,NY,10018,203283109,Real estate investment,DE,Thor Palmer House Co-Investor GP LLC,Excluded,370324,43752643,false,false,0.6872
201911339349304226,350868188,Bridgewater Corporate Bond Fund LLC,One Glendenning Place,Westport,CT,06880,522317130,Investments,DE,Bridgewater Associates LP,Excluded,5099145,120699282,false,false,0.6494
201911339349304226,350868188,NDFPR LP,PO Box 194170,San Francisco,CA,941194170,611769730,Investments,DE,BART Partners VIII LLC,Excluded,3481643,110434172,false,false,0.9855
201911339349304226,350868188,VMG Stone Brewing Coinvestment LP,39 Mesa Street,Suite 310,San Francisco,CA,94129,812802402,Investments,DE,VMG Partners III GP LP,Unrelated,-1919550,64634520,false,-1919550,false,0.6422
201911339349304226,350868188,Schroder Adveq EEM I LP,981272313,Investments,UK,Schroder Adveq EEM Management I LP,Excluded,0,3150178,false,false,0.99
201911339349304226,350868188,Level SC - Swiftpage LLC,Two Grand Central Tower,140 E 45th St 39th Floor,New York,NY,10017,821592699,Investments,DE,Level Equity Management LLC,Excluded,293761,3976998,false,false,0.9436
201911339349304226,350868188,State Street Socially Responsible US Credit Non-Lending Common Trust Fund,c/o SSGA,One Iron Street,Boston,MA,02210,566640989,Investments,MA,State Street Global Advisors Trust Company,Excluded,1453135,56665850,false,false,0.6009
201911339349304226,350868188,Endries Co-Invest LLC,c/o Nautic Partners LLC,50 Kennedy Plaza 12th Floor,Providence,RI,02903,821556028,Investments,DE,Nautic Capital VIII LP,Excluded,361,8761915,false,false,0.9854
201911339349304226,350868188,Mile Rock Capital Fund I LP,700 Larkspur Landing Circle,Suite 199,Larkspur,CA,94939,825049944,Investments,DE,Mile Rock Capital,Excluded,false,false,0.5005
201911339349304226,350868188,Level Equity-IMN Investors LLC,Two Grand Central Tower,140 E 45th St 39th Floor,New York,NY,10017,Investments,DE,Level Equity Management LLC,Excluded,false,false,0.9976
201911339349304226,350868188,EEM II LP,Investments,UK,EEM Management II LP,Excluded,false,false,0.99
201911339349304226,350868188,EEM Opportunities LP,981430893,Investments,UK,EEM Opportunities Management II LP,Excluded,false,false,0.99
201931359349310463,710240352,Fort Smith Ems,1701 S Greenwood,FT SMITH,AR,72901,710416615,Emergency Medical,AR,MERCY HOS FT SM,RELATED,0,1228000,false,false,0.50000
201931359349310463,710240352,Mercy Ambu Surg Ctr,7301 Rogers,FT SMITH,AR,72917,710827721,AMBUL SURG CT,AR,MERCY HOS FT SM,RELATED,0,368000,false,false,0.52120
201931359349310463,710240352,Plaza Surg SVCS CO,12700 Southfork RD,St Louis,MO,63128,204709312,INACTIVE,MO,NA
201931359349310463,710240352,RES OPT & INNOV,645 Maryville,St Louis,MO,63141,460468368,CENTRAL DIST.,MO,NA
201931359349310463,710240352,ST ED MER MED MOB,7301 Rogers,FT SMITH,AR,72903,710554050,OFFICE BUILDING,AR,MERCY HOS FT SM,RELATED,0,25000,false,true,0.85960
201931349349309143,390847631,TWINMED LLP,222 W COLLEGE AVE SUITE 3B,APPLETON,WI,54911,391180341,REAL ESTATE,WI,NA,N/A
201931309349303323,580593414,YOUNG HARRIS COLLEGE REAL ESTATE LLC,1 COLLEGE ST,YOUNG HARRIS,GA,305820068,474423681,COLLEGE FACILITIES (ROLLINS CAMPUS CENTER),GA,YOUNG HARRIS COLLEGE,RELATED,-523114,40272376,0,1,0.99940
201941339349305744,420680448,Audubon Land Company LLC,630 Southpointe Court 200,COLORADO SPRINGS,CO,80906,841513085,Real Estate,CO,CHIC,Related,298037,20270617,false,false,0.73
201941339349305744,420680448,AVON EMERGENCY AND URGENT CARE CENTER LLC,9100 E Mineral Circle,Centennial,CO,80112,811727282,HEALTHCARE SRVC,CO,CHIC,Related,-757555,6191153,false,true,0.77
201941339349305744,420680448,BAYLOR CHI ST LUKES HEALTH SERVICES LLC,6624 Fannin St Ste 1100,HOUSTON,TX,77030,472079184,HEALTHCARE SRVC,TX,SLHS,Related,0,3250000,false,true,0.65
201941339349305744,420680448,BERGAN MERCY SURGERY CENTER LLC,7710 Mercy Rd Ste 200,OMAHA,NE,68124,208671994,AMBUL SURG CTR,NE,ACH,Related,1187048,2549504,false,false,0.53
201941339349305744,420680448,BERYWOOD OFFICE PROPERTIES LLC,2501 Citico Avenue,CHATTANOGA,TN,37404,621875199,PHYS OFFICE,TN,MHCS,Related,133390,918922,false,true,0.63
201941339349305744,420680448,BLUEGRASS REGIONAL IMAGING CENTER,1218 SOUTH BROADWAY STE 310,LEXINGTON,KY,40504,611386736,DIAGNOSTIC IMAGING,KY,SJHS,Related,122291,3216558,false,false,0.65
201941339349305744,420680448,CATHOLIC HEALTH INITIATIVES PHYSICIAN SERVICES LLC,198 INVERNESS DRIVE WEST,ENGLEWOOD,CO,80112,462945938,PRACTICE MGMT SRVC,CO,CHI,Related,1263355,-272620,false,true,1
201941339349305744,420680448,CENTRAL NEBRASKA REHABILITATION SERVICES LLC,3004 W FAIDLEY AVENUE,GRAND ISLAND,NE,68803,810653461,Physical Therapy,NE,SFMC,Related,3422589,3722591,false,false,0.51
201941339349305744,420680448,CENTURA-SCA HOLDINGS LLC,569 BROOK VILLAGE STE 901,BIRMINGHAM,AL,35209,474823023,OP SURGERY CENTER,AL,CHIC,Related,1734228,2020115,false,true,0.65
201941339349305744,420680448,CHI OPERATING INVESTMENT PROGRAM LP,198 INVERNESS DRIVE WEST,ENGLEWOOD,CO,80112,470727942,INVESTMENTS,CO,CHI,Unrelated,468697209,6697320773,false,1194677,true,1
201941339349305744,420680448,CHICAMSURG Surgery Centers LLC,1A Burton Hills Blvd,Nashville,TN,37215,465683027,SURGERY CENTER,TN,CHIC,Related,76843,134172,false,false,0.51
201941339349305744,420680448,CHICLARKIN VENTURES LLC,9100 E Mineral Circle,Centennial,CO,80112,474210888,URGENT CARE,CO,CHIC,Related,167285,7823355,false,true,0.87
201941339349305744,420680448,Colorado Springs CK Leasing LLC,630 Southpointe Court 200,COLORADO SPRINGS,CO,80906,262982714,REAL ESTATE,CO,CHIC,Related,668738,-132333,false,true,0.52
201941339349305744,420680448,FRANCISCAN SPECIALTY CARE LLC,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,813725123,HEALTHCARE SRVC,KY,FHS,Related,0,101598,false,true,0.51
201941339349305744,420680448,HC SL VINTAGE I LLC,18000 W SARAH LANE STE 250,BROOKFIELD,WI,53045,270453767,PROPERTY HOLDING,WI,SL HOSP-VINTAGE,Related,1686676,52912453,false,false,0.51
201941339349305744,420680448,HEALTHCARE SUPPORT SERVICES LLC,PO BOX 9804,GRAND ISLAND,NE,68802,721546196,LAUNDRY,NE,na,Related,376035,4358356,false,false,1
201941339349305744,420680448,Heartland Oncology LLC,2337 E Crawford St,Salina,KS,67401,464265403,ONCOLOGY,KS,SCH,Related,-403368,850579,false,false,0.51
201941339349305744,420680448,LAKESIDE AMBULATORY SURGICAL CENTER LLC,17031 LAKESIDE HILLS DR,OMAHA,NE,68130,204267902,AMBUL SURG CTR,NE,ACH,Related,3108510,2029071,false,false,0.6
201941339349305744,420680448,LAKESIDE ENDOSCOPY CENTER LLC,17001 LAKESIDE HILLS PLZ STE 201,OMAHA,NE,68130,205544496,ENDOSCOPY SRVC,NE,ACH,Related,699620,777431,false,false,0.51
201941339349305744,420680448,LINCOLN CK LEASING LLC,555 SOUTH 70TH STREET,Lincoln,NE,68510,262496856,Real Estate,NE,SERMC,Related,812108,301911,false,false,0.54
201941339349305744,420680448,Mercy Rehabilitation Hospital LLC,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,814437201,HEALTHCARE SRVC,KY,CHI IA,Related,0,1138872,false,false,0.51
201941339349305744,420680448,NEBRASKA SPINE HOSPITAL LLC,6901 N 72ND ST STE 20300,OMAHA,NE,68122,270263191,SPINE HOSPITAL,NE,ACH,Related,11039563,19771159,false,false,0.51
201941339349305744,420680448,NORTH RIVER SURGERY CENTER LLC,2209 WILDWOOD AVE,SHERWOOD,AR,72120,710799771,AMBUL SURG CTR,AR,SVIMC,Related,279520,1700868,false,false,0.67
201941339349305744,420680448,ORTHOCOLORADO LLC,11650 WEST 2ND PLACE,LAKEWOOD,CO,80228,371577105,ORTHO HOSPITAL,CO,CHIC,Related,15065598,3364245,false,false,0.6
201941339349305744,420680448,Pasadena Urgency Center LLC,4600 E SAM HOUSTON PKWY SOUTH,PASADENA,TX,77505,812482854,URGENT CARE,TX,SLHS,Related,-1031166,1686969,false,false,0.57
201941339349305744,420680448,PENINSULA RADIATION ONCOLOGY LLC,314 MLK JR WAY STE 11,TACOMA,WA,98405,870808610,HEALTHCARE SRVC,WA,FHS,Related,377689,1738875,false,false,0.6
201941339349305744,420680448,Penrad Imaging LLC,1390 Kelly Johnson Blvd,COLORADO SPRINGS,CO,80920,841072619,Medical Imaging,CO,CHIC,Related,-2396662,1744893,false,false,0.7
201941339349305744,420680448,PMC HOSPITAL LLC,3100 MAIN ST STE 500,HOUSTON,TX,77002,273280598,HOSPITAL,TX,SL CDC-PMC,Related,3630803,64361393,false,true,0.51
201941339349305744,420680448,Pueblo Ambulatory Surgery Center LLC,25 Montebello Rd,Pueblo,CO,81003,621488737,SURGERY CENTER,CO,CHIC,Related,-74501,210538,false,false,0.51
201941339349305744,420680448,Saint JOSEPH - PAML LLC,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,452116736,MGMT SVCS,KY,SJHS,Related,-19517,1393440,false,true,0.63
201941339349305744,420680448,SAINT JOSEPH - SCA HOLDINGS LLC,1451 Harrodsburg RD,LEXINGTON,KY,40503,453801157,OP SURGERY,KY,SJHS,Related,0,0,false,true,0.51
201941339349305744,420680448,SAINT JOSEPH-ANC HOME CARE SERVICES,1700 EDISON DR,MILFORD,OH,45150,263330545,HOME HEALTH,OH,CHINHC,Related,4139859,13245757,false,false,1
201941339349305744,420680448,ST FRANCIS LAND COMPANY,5390 N ACADEMY BLVD STE 300,COLORADO SPRINGS,CO,80918,263134100,REAL ESTATE,CO,CHIC,Related,151050,13285935,false,false,0.59
201941339349305744,420680448,ST LUKE'S DIAGNOSTIC CATH LAB LLP,6624 FANNIN ST STE 800,HOUSTON,TX,77030,710959365,DIAGNOSTICS,TX,SLHS HOLDINGS,Related,469596,609938,false,true,0.45
201941339349305744,420680448,ST LUKE'S LAKESIDE HOSPITAL LLC,6624 FANNIN STE 2505,HOUSTON,TX,77030,300427437,HOSPITAL,TX,SL CDC-W,Related,1269122,36450234,false,true,0.51
201941339349305744,420680448,ST LUKE'S THE WOODLANDS SLEEP CENTER LLC,6624 FANNIN STE 800,HOUSTON,TX,77030,462795726,DIAGNOSTICS,TX,SLHSH,Related,-76895,1135073,false,true,0.51
201941339349305744,420680448,SURGERY CENTER OF LEXINGTON LLC,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,621179539,SURGERY CENTER,KY,SJHS,Related,-108052,0,false,true,0.51
