object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,MthdOfAmntDtrmntnTxt
201911339349301411,520591658,VASCULAR SERVICES,L,241632,FMV
201911339349301411,520591658,VASCULAR SERVICES,Q,230237,FMV
201911339349301411,520591658,VASCULAR SERVICES,O,2141538,FMV
201911339349301411,520591658,VASCULAR SERVICES,S,230182,FMV
201931359349310463,710240352,Mercy ACO Clinical Services Inc,p,2382834,FMV
201931359349310463,710240352,MERCY CLINIC FORT SMITH COMMUNITIES,P,9711781,FMV
201931359349310463,710240352,MERCY HOSPITAL BOONEVILLE,P,3466505,FMV
201931359349310463,710240352,MERCY HOSPITAL OZARK,P,2916806,FMV
201931359349310463,710240352,MERCY HOSPITAL PARIS,P,2252498,FMV
201931359349310463,710240352,MERCY HOSPITAL WALDRON,P,3246631,FMV
201931359349310463,710240352,MERCY HOSPITAL SPRINGFIELD,P,120215,FMV
201931359349310463,710240352,MHM SUPPORT SERVICES,Q,82914749,FMV
201931359349310463,710240352,MERCY HOSPITAL NORTHWEST ARKANSAS,P,639919,FMV
201931359349310463,710240352,MERCY HOSPITAL OKLAHOMA CITY,Q,604585,FMV
201931359349310463,710240352,MERCY FOUNDATION FORT SMITH,P,571113,FMV
201931349349309143,390847631,Saint Michaels Foundation of Stevens Point Inc,B,75000,FAIR MARKET VALUE
201931309349303323,580593414,YOUNG HARRIS COLLEGE REAL ESTATE LLC,K,1774163,FMV
201941359349303339,730587210,SOUTHERN NAZARENE UNIVERSITY FOUNDATION,C,1336259
201941359349303339,730587210,SOUTHERN NAZARENE UNIVERSITY FOUNDATION,Q,34411
201941359349303339,730587210,SOUTHERN NAZARENE UNIVERSITY FOUNDATION,L,149862
201941359349303339,730587210,SOUTHERN NAZARENE UNIVERSITY FOUNDATION,B,97386
201941339349305744,420680448,Mercy Medical Center - Centerville,B,513894,FMV
201941339349305744,420680448,House of Mercy,B,2200000,FMV
201941339349305744,420680448,Mercy Clinics,B,50775810,FMV
201941339349305744,420680448,Bishop Drumm Retirement Center,B,65913,FMV
201941339349305744,420680448,Mercy Foundation of Des Moines IA,C,6008973,FMV
201941339349305744,420680448,Mercy Park Apartments,C,642565,FMV
201941339349305744,420680448,House of Mercy,A,88665,FMV
201941339349305744,420680448,MERCY CLINICS INC,A,514599,FMV
201931349349309033,362182171,BILLY GRAHAM CENTER,C,391226,GENERAL LEDGER
201931349349309033,362182171,BILLY GRAHAM CENTER,N,1121521,ALLOCATION BASED ON SQUARE FOOTAGE
201931349349309033,362182171,WHEATON COLLEGE TRUST COMPANY NA,A,44523,BASED ON SQUARE FOOTAGE PLUS OVERHEAD
201931349349309033,362182171,WHEATON COLLEGE TRUST COMPANY NA,M,823480,MARKET VALUE OF THE TRUST ASSETS
201931349349309033,362182171,WHEATON COLLEGE TRUST COMPANY NA,O,693186,ALLOCATION BASED ON THE NUMBER OF TRUSTS
201922279349300427,030219309,UNIVERSITY OF VERMONT MEDICAL GROUP,P,196914671,FMV
201922279349300427,030219309,VMC INDEMNITY COMPANY,R,11005081,FMV
201922279349300427,030219309,UNIVERSITY HEALTH CENTER,C,913044,COST
201922279349300427,030219309,UNIVERSITY MEDICAL EDUCATION ASSOCIATES,Q,14094364,COST
201922279349300427,030219309,UNIVERSITY OF VERMONT HEALTH NETWORK HEALTH VENTURES,Q,69576,FMV
201922279349300427,030219309,UNIVERSITY OF VERMONT HEALTH NETWORK HOME HEALTH AND HOSPICE,O,336206,FMV
201922279349300427,030219309,UNIVERSITY OF VERMONT HEALTH NETWORK HOME HEALTH AND HOSPICE,P,83691,FMV
201922279349300427,030219309,PORTER MEDICAL CENTER INC,L,455696,FMV
201922279349300427,030219309,PORTER MEDICAL CENTER INC,O,178969,FMV
201922279349300427,030219309,PORTER MEDICAL CENTER INC,P,265949,FMV
201922279349300427,030219309,PORTER MEDICAL CENTER INC,Q,1033830,FMV
201922279349300427,030219309,ALICE HYDE MEDICAL CENTER,L,96086,FMV
201922279349300427,030219309,ALICE HYDE MEDICAL CENTER,P,224437,FMV
201922279349300427,030219309,ALICE HYDE MEDICAL CENTER,Q,1284528,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,A,389779,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,I,199026,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,L,481692,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,M,203376,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,O,2989715,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,P,514388,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,Q,3370398,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,R,73880,FMV
201922279349300427,030219309,CENTRAL VERMONT MEDICAL CENTER,S,792542,FMV
201922279349300427,030219309,ELIZABETHTOWN COMMUNITY HOSPITAL,O,117734,FMV
201922279349300427,030219309,ELIZABETHTOWN COMMUNITY HOSPITAL,Q,460667,FMV
201922279349300427,030219309,ELIZABETHTOWN COMMUNITY HOSPITAL,R,1157938,FMV
201922279349300427,030219309,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,I,958157,FMV
201922279349300427,030219309,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,L,463761,FMV
201922279349300427,030219309,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,M,3706824,FMV
201922279349300427,030219309,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,O,294851,FMV
201922279349300427,030219309,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,P,843030,FMV
201922279349300427,030219309,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,Q,4910950,FMV
201922279349300427,030219309,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,R,20939243,FMV
201922279349300427,030219309,UVM HEALTH NETWORK VENTURES,A,126391,FMV
201911339349305091,231433899,NEW CHURCH INVESTMENT FUND,A,2741079,FMV
201911339349305091,231433899,NEW CHURCH INVESTMENT FUND,L,0,FMV
201911339349305091,231433899,NEW CHURCH INVESTMENT FUND,R,75537551,FMV
201911339349305091,231433899,NEW CHURCH INVESTMENT FUND,S,84264469,FMV
201911339349305091,231433899,GENERAL CHURCH OF THE NEW JERUSALEM,J,15300,FMV
201911339349305091,231433899,GENERAL CHURCH OF THE NEW JERUSALEM,K,185724,FMV
201911339349305091,231433899,GENERAL CHURCH OF THE NEW JERUSALEM,P,2847714,FMV
201911339349305091,231433899,GENERAL CHURCH OF THE NEW JERUSALEM,Q,729619,FMV
201911339349305091,231433899,GENERAL CHURCH OF THE NEW JERUSALEM,B,41450,FMV
201911339349305091,231433899,GENERAL CHURCH OF THE NEW JERUSALEM,C,37953,FMV
201931359349309053,350868073,Earlham Foundation,B
201931359349309053,350868073,Earlham Foundation,C
201931359349309053,350868073,Earlham Foundation,N
201931359349309053,350868073,Earlham Foundation,O
201931359349309053,350868073,Earlham Foundation,P
201921349349308222,460225483,Lewis and Clark Health Education and Service Agency,L,98874,Recorded in General Ledger
201921349349308222,460225483,Lewis and Clark Health Education and Service Agency,M,219074,Recorded in General Ledger
201921359349312712,231352685,ARCM 1740 FUND LTD,B,8800000,FMV
201921359349312712,231352685,CYRUS 1740 MASTER FUND LP,"B,C",10000335,FMV
201921359349312712,231352685,FRANKLIN CASUALTY INSURANCE CO,R,47581059,FMV
201921359349312712,231352685,GALLOPAVO LP,B,17500000,FMV
201921359349312712,231352685,JOG LIMITED PARTNERSHIP V CO-INVEST,B,803,FMV
201921359349312712,231352685,JOG LIMITED PARTNERSHIP VI CO-INVEST,B,24043119,FMV
201921359349312712,231352685,LANCASTER GENERAL HOSPITAL,Q,5274940,FMV
201921359349312712,231352685,PENN PRAXIS INC,"O,R",532589,FMV
201921359349312712,231352685,PRESBYTERIAN MEDICAL CENTER OF UPHS,"K,O,P",66703141,FMV
201921359349312712,231352685,SRP INVESTORS FUND A LP,"B,C",93228455,FMV
201921359349312712,231352685,UPENN HOSPITALITY INC,A,750000,FMV
201921359349312712,231352685,UPENN INTERNATIONAL,"B,L",4262945,FMV
201921359349312712,231352685,UPENN RETIREE BENEFITS TRUST,B,37942851,FMV
201921359349312712,231352685,WISSAHICKON HOSPICE OF UPHS,"O,P,R",148123,FMV
201922489349300312,410682405,Hazelden Chicago,Q,1041357,Fair market value
201922489349300312,410682405,Hazelden New York,Q,1365748,Fair market value
201941349349306129,230465970,SUMMIT HEALTH,R,CASH
201941349349306129,230465970,SUMMIT PHYSICIAN SERVICES,R,CASH
201941349349306129,230465970,SUMMIT HEALTH,C,CASH
201941349349306129,230465970,WAYNESBORO HOSPITAL,Q,CASH
201941349349306129,230465970,CHAMBERSBURG HEALTH SERVICES,Q,CASH
201941349349306129,230465970,SUMMIT PHYSICIAN SERVICES,Q,CASH
201941349349306129,230465970,SUMMIT PHYSICIAN SERVICES,P,CASH
201941349349306129,230465970,WAYNESBORO HOSPITAL,Q,CASH
201941349349306129,230465970,SUMMIT PHYSICIAN SERVICES,J,CASH
201941349349306129,230465970,CHAMBERSBURG HEALTH SERVICES,K,CASH
201941349349306129,230465970,CHAMBERSBURG HEALTH SERVICES,Q,CASH
201941349349306129,230465970,SUMMIT SURGERY CENTER,C,CASH
201941349349306129,230465970,SURGERY CENTER ASSOCIATES,C
201921929349301057,362167817,Rubicon Insurance Company,Q,2397145,cash
201921929349301057,362167817,Rubicon Insurance Company,R,7040851,cash
201921929349301057,362167817,Kuramo Africa Opportunity Fund II LP,R,3386627,Cash
201921929349301057,362167817,KCG 64 CI-1 LP,R,10158663,Cash
201921929349301057,362167817,Gotham Neutral Strategies Ltd,R,20000000,Cash
201931789349300428,111633486,WINTHROP UNIVERSITY HOSPITAL SERVICES CORP,k,10902050,FAIR MKT VALUE
201931789349300428,111633486,WINTHROP UNIVERSITY HOSPITAL SERVICES CORP,q,1102717,FAIR MKT VALUE
201931789349300428,111633486,WINTHROP UNIVERSITY HOSPITAL SERVICES CORP,r,330674,FAIR MKT VALUE
201931789349300428,111633486,CardioVascular Medical Associates PC,p,627393,FAIR MKT VALUE
201931789349300428,111633486,Suffolk CardioVascular Consultants PC,p,162120,FAIR MKT VALUE
201931789349300428,111633486,Winthrop Community Medical Affiliates PC,p,103737465,FAIR MKT VALUE
201931789349300428,111633486,Winthrop Dental PC,p,161171,FAIR MKT VALUE
201931789349300428,111633486,Winthrop Faculty Medical Affiliates,p,17215007,FAIR MKT VALUE
201931789349300428,111633486,Winthrop Pediatric Associates PC,P,507297,FAIR MKT VALUE
201931789349300428,111633486,Winthrop Radiology Services PC,p,1804975,FAIR MKT VALUE
201911339349304296,590624364,6484 Indian Creek Drive LTD,S
201911339349304296,590624364,6484 Indian Creek Drive Inc,S
201941909349301159,111630906,Community Legal Assistance Corporation,"N,O",See Part VII
201941909349301159,111630906,Hofstra Law Access to Justice Incubator,"N,O",See Part VII
201941339349303104,010211781,Charitable Remainder Trusts (6 total),s,208144,Trust maturity cash distribution of remainder amount.
201941339349303104,010211781,Pooled Income Trusts (2),s,304319,Trust maturity cash distribution of unitized amount.
201931839349300348,231365971,Temple University Health System Inc,A,2532000,FMV
201931839349300348,231365971,Temple University Health System Inc,J,11933000,FMV
201931839349300348,231365971,Temple University Health System Inc,K,7178000,FMV
201931839349300348,231365971,Temple University Health System Inc,O,21421000,FMV
201931839349300348,231365971,Temple University Health System Inc,P,3395000,FMV
201931839349300348,231365971,Temple University Health System Inc,Q,136738000,FMV
201931839349300348,231365971,Temple Educational Support Services Ltd,L,1800000,FMV
201931839349300348,231365971,Good Samaritan Insurance Co Ltd,M,8144000,FMV
201931839349300348,231365971,Temple University Alumni Association,C,25000,FMV
201931839349300348,231365971,Fox Chase Cancer Center,C,25000,FMV
201931839349300348,231365971,Temple University Law Alumni Association,C,13000,FMV
201932279349301518,720535375,OIL CENTER SURGICAL PLAZA LLC,L,35096,COST
201932279349301518,720535375,OIL CENTER SURGICAL PLAZA LLC,Q,546033,COST
201932279349301518,720535375,OIL CENTER SURGICAL PLAZA LLC,R,1383016,COST
201932279349301518,720535375,OIL CENTER SURGICAL PLAZA LLC,S,737,COST
201932279349301518,720535375,LAFAYETTE GENERAL SURGICAL HOSPITAL LLC,Q,144737,COST
201932279349301518,720535375,LAFAYETTE GENERAL SURGICAL HOSPITAL LLC,S,20,COST
201932279349301518,720535375,LAFAYETTE GENERAL SURGICAL HOSPITAL LLC,R,454677,COST
201932279349301518,720535375,LAFAYETTE INVESTMENT GROUP LLC,Q,204879,COST
201932279349301518,720535375,LAFAYETTE INVESTMENT GROUP LLC,R,16667,COST
201932279349301518,720535375,LAFAYETTE GENERAL SURGICAL HOSPITAL LLC,L,50263,COST
201942419349300639,750891465,Southwestern Union Conference of Seventh-day Adventists,c,3971939,Cash payment
201941359349305744,720423889,TULANE MURPHY FOUNDATION,c,2470000,Cost
201941359349305744,720423889,THE TULANE LAW REVIEW ASSOCIATION,n,142000,Cost
201941359349305744,720423889,SAMUEL Z STONE CIPR SUPPORT TRUST,c,728000,Cost
201941359349305744,720423889,HENDERSON EDUCATION FUND FBO TULANE UNIV,c,120000,Cost
201932259349300833,231352685,ARCM 1740 FUND LTD,B,8800000,FMV
201932259349300833,231352685,CYRUS 1740 MASTER FUND LP,"B,C",10000335,FMV
201932259349300833,231352685,FRANKLIN CASUALTY INSURANCE CO,R,47581059,FMV
201932259349300833,231352685,GALLOPAVO LP,B,17500000,FMV
201932259349300833,231352685,JOG LIMITED PARTNERSHIP V CO-INVEST,B,803,FMV
201932259349300833,231352685,JOG LIMITED PARTNERSHIP VI CO-INVEST,B,24043119,FMV
201932259349300833,231352685,LANCASTER GENERAL HOSPITAL,Q,5274940,FMV
201932259349300833,231352685,PENN PRAXIS INC,"O,R",532589,FMV
201932259349300833,231352685,PRESBYTERIAN MEDICAL CENTER OF UPHS,"K,O,P",66703141,FMV
201932259349300833,231352685,SRP INVESTORS FUND A LP,"B,C",93228455,FMV
201932259349300833,231352685,UPENN HOSPITALITY INC,A,750000,FMV
201932259349300833,231352685,UPENN INTERNATIONAL,"B,L",4262945,FMV
201932259349300833,231352685,UPENN RETIREE BENEFITS TRUST,B,37942851,FMV
201932259349300833,231352685,WISSAHICKON HOSPICE OF UPHS,"O,P,R",148123,FMV
201941359349305984,540506457,RS MOORE TESTAMENTARY TRUST FBO FERRUM COLLEGE,S,625375,CASH
201921349349305327,362191252,Olivet Nazarene University Foundation,e,124638383,Loan Balance
201921349349305412,470757164,ALEGENT CREIGHTON CLINIC,J,725874,FMV
201921349349305412,470757164,ALEGENT CREIGHTON CLINIC,Q,1033271,COST
201921349349305412,470757164,CHI HEALTH FOUNDATION,C,319038,BOOK
201921349349305412,470757164,CHI HEALTH FOUNDATION,B,88284,BOOK
201921349349305412,470757164,CHI HEALTH FOUNDATION,S,107124,BOOK
201931969349301803,952111210,Shadow Mountain Community Church,C
201931969349301803,952111210,Shadow Mountain Community Church,E
201931969349301803,952111210,Shadow Mountain Community Church,N
201931969349301803,952111210,Shadow Mountain Community Church,O
201931969349301803,952111210,Shadow Mountain Community Church,P
201931969349301803,952111210,Shadow Mountain Community Church,Q
201901359349312055,310537177,1929 FIELDHOUSE LLC,R,2570955,FMV
201901359349307530,050258956,RISD HOLDINGS INC,A,260004,CASH
201901359349307530,050258956,RISD HOLDINGS INC,D,5551932,CASH
201901359349307530,050258956,RISD HOLDINGS INC,K,173718,CASH
201901359349307530,050258956,RISD HOLDINGS INC,O,124315,CASH
201901359349307530,050258956,RISD HOLDINGS INC,Q,319171,CASH
201901359349307530,050258956,RISD HOLDINGS INC,R,427111,CASH
201901359349307685,237172306,CITY UNIVERSITY OF SEATTLE,R,116808,CASH
201901359349307685,237172306,CITY UNIVERSITY OF SEATTLE,P,4259022,CASH
201901359349307685,237172306,CITY UNIVERSITY OF SEATTLE,Q,4259022,CASH
201901359349307685,237172306,CITY UNIVERSITY OF SEATTLE,L,1309413,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,P,10879345,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,L,13485587,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,Q,1609642,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,K,1234448,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,D,16155987,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,B,590000,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,A,266359,CASH
201901359349307685,237172306,JOHN F KENNEDY UNIVERSITY,J,213048,CASH
201901359349307685,237172306,NATIONAL UNIVERSITY VIRTUAL HIGH SCHOOL,E,4139180,CASH
201901359349307685,237172306,NATIONAL UNIVERSITY VIRTUAL HIGH SCHOOL,L,1175124,CASH
201901359349307685,237172306,NATIONAL UNIVERSITY VIRTUAL HIGH SCHOOL,Q,1811729,CASH
201901359349307685,237172306,NATIONAL UNIVERSITY VIRTUAL HIGH SCHOOL,P,150000,CASH
201901359349307685,237172306,NORTHCENTRAL UNIVERSITY (FKA WESTMED COLLEGE),P,899999,CASH
201901359349307685,237172306,NORTHCENTRAL UNIVERSITY (FKA WESTMED COLLEGE),A,1727,CASH
201901359349307685,237172306,NORTHCENTRAL UNIVERSITY (FKA WESTMED COLLEGE),R,1017150,CASH
201901359349307685,237172306,NORTHCENTRAL UNIVERSITY (FKA WESTMED COLLEGE),L,1539924,CASH
201901359349307685,237172306,SYSTEM MANAGEMENT GROUP,P,42150612,CASH
201901359349307685,237172306,SYSTEM MANAGEMENT GROUP,B,37852504,CASH
201901359349307685,237172306,SYSTEM MANAGEMENT GROUP,Q,4761511,CASH
201901359349307685,237172306,SYSTEM MANAGEMENT GROUP,M,35810412,CASH
201911339349307321,361408475,KRASA FAMILY TRUST,c,375584,CASH
201911339349307321,361408475,ROME CENTER FOUNDATION,r,238497,CASH
201911339349307321,361408475,ROME CENTER FOUNDATION,s,247343,CASH
201941359349302814,630366652,GENERAL CONFERENCE OF SEVENTH-DAY ADVENTISTS,S,1447967
201941359349306174,580814544,CHARLES H MASON THEOLOGICAL SEMINARY,L,150000
201941359349306174,580814544,TURNER THEOLOGICAL SEMINARY,L,150000
201941359349306174,580814544,MOREHOUSE SCHOOL OF RELIGION,L,150000
201941359349306174,580814544,GAMMON THEOLOGICAL SEMINARY,L,150000
201941359349306174,580814544,PHILLIPS SCHOOL OF THEOLOGY,L,150000
201941349349306029,570314395,HOLLINGSWORTH FUNDS INC,S,3463757,CASH RECEIVED
201941349349306029,570314395,FURMAN UNIVERSITY FOUNDATION,C,139022,CASH RECEIVED
201911339349304826,741233796,SOUTHWESTERN FOUNDATION,O,1022451,GROSS WAGES
201901359349312525,131099420,Sarah C Upham Clinic Trust,s,364000,cash
201942219349300429,042790311,Health New England Inc,Q,185076145
201911339349303986,042121659,Washburn Park Inc,D,9708935,Cost
201911339349303986,042121659,Washburn Park Inc,r,2763229,cost
201911339349303986,042121659,Washburn Park Inc,K,450636,FMV
201942279349300444,390884478,OCONTO HOSPITAL & MEDICAL CENTER,D,11316660,ACTUAL
201942279349300444,390884478,OCONTO HOSPITAL & MEDICAL CENTER,Q,11000000,ACTUAL
201942279349300444,390884478,OCONTO HOSPITAL & MEDICAL CENTER,O,4666986,ACTUAL
201942279349300444,390884478,OCONTO HOSPITAL & MEDICAL CENTER,M,4590016,ACTUAL
201942279349300444,390884478,OCONTO HOSPITAL & MEDICAL CENTER,J,3216331,ACTUAL
201942279349300444,390884478,BELLIN COLLEGE,L,391649,ACTUAL
201942279349300444,390884478,BELLIN COLLEGE,N,378691,ACTUAL
201942279349300444,390884478,BELLIN HEALTH FOUNDATION,C,886699,ACTUAL
201942279349300444,390884478,BELLIN PSYCHIATRIC CENTER,L,2297627,ACTUAL
201942279349300444,390884478,BELLIN PSYCHIATRIC CENTER,D,2517088,ACTUAL
201942279349300444,390884478,BELLIN COLLEGE,Q,269045,ACTUAL
201942279349300444,390884478,BELLIN HEALTH FOUNDATION,Q,313301,ACTUAL
201942279349300444,390884478,BELLIN HEALTH FOUNDATION,O,432044,ACTUAL
201942279349300444,390884478,BELLIN HEALTH FOUNDATION,S,1200000,ACTUAL
201942279349300444,390884478,BELLIN COLLEGE,D,1172775,ACTUAL
201942279349300444,390884478,BELLIN PSYCHIATRIC CENTER,D,6334817,ACTUAL
201942279349300444,390884478,OCONTO HOSPITAL & MEDICAL CENTER,D,25000000,ACTUAL
201942279349300444,390884478,BELLIN HEALTH FOUNDATION,D,1065868,ACTUAL
201942279349300444,390884478,BEL-REGIONAL HOME MEDICAL INC,D,5548031,ACTUAL
201942279349300444,390884478,OCONTO HOSPITAL & MEDICAL CENTER,D,2034132,ACTUAL
201942279349300919,060646597,Western CT Health Network Affiliates,o,418126,COST
201942279349300919,060646597,Western CT Health Network Affiliates,p,113234,COST
201942279349300919,060646597,Western CT Health Network Affiliates,q,1942444,COST
201942279349300919,060646597,Western CT Health Network Affiliates,r,798993,COST
201942279349300919,060646597,Western CT Health Network Affiliates,s,3683046,COST
201942279349300919,060646597,Danbury & New Milford Hosp Found,c,5205929,cost
201942279349300919,060646597,Danbury & New Milford Hosp Found,q,834878,cost
201942279349300919,060646597,Danbury & New Milford Hosp Found,s,6654740,cost
201942279349300919,060646597,Western CT Home Care Inc,q,1105373,cost
201942279349300919,060646597,Western CT Home Care Inc,r,86242,cost
201942279349300919,060646597,Western CT Home Care Inc,s,1347743,cost
201942279349300919,060646597,Western CT Medical Group Inc,j,3139733,cost
201942279349300919,060646597,Western CT Medical Group Inc,m,71390293,cost
201942279349300919,060646597,Western CT Medical Group Inc,o,103550,cost
201942279349300919,060646597,Western CT Medical Group Inc,p,9112042,cost
201942279349300919,060646597,Western CT Medical Group Inc,q,43041093,cost
201942279349300919,060646597,Western CT Medical Group Inc,r,34216177,cost
201942279349300919,060646597,Eastern NY Medical Services PC,p,242719,cost
201942279349300919,060646597,Eastern NY Medical Services PC,q,145534,cost
201942279349300919,060646597,Eastern NY Medical Services PC,r,61818,cost
201942279349300919,060646597,The Norwalk Hospital Association,o,5093549,cost
201942279349300919,060646597,The Norwalk Hospital Association,p,689416,cost
201942279349300919,060646597,The Norwalk Hospital Association,q,26582296,cost
201942279349300919,060646597,The Norwalk Hospital Association,r,6919100,cost
201942279349300919,060646597,The Norwalk Hospital Association,s,46772270,cost
201942279349300919,060646597,Norwalk Hospital Foundation,q,51897,cost
201942279349300919,060646597,Norwalk Hospital Foundation,s,103043,cost
201942279349300919,060646597,Western CT Health Network Ins,p,413194,cost
201942279349300919,060646597,Western CT Health Network Ins,q,28141056,cost
201942279349300919,060646597,Western CT Health Network Ins,s,27486290,cost
201942279349300919,060646597,SWC Corporation,p,224875,cost
201942279349300919,060646597,SWC Corporation,q,326540,cost
201942279349300919,060646597,SWC Corporation,r,106887,COST
201942279349300919,060646597,SWC Corporation,s,171323,cost
201942689349301314,751104546,WILBERT FUNERAL SERVICES INC,H,334308,ACTUAL AMT PD
201942689349301314,751104546,WILBERT FUNERAL SERVICES INC,M,1250000,ACTUAL AMT PD
201942689349301314,751104546,PARKVIEW INVESTORS LLC,K,465600,ACTUAL AMT PD
201921359349301397,530196603,Financial Hybrid Opportunity Fund LLC,R,7500000,Cash
201921359349301397,530196603,GEORGETOWN UNIVERSITY ALUMNI ASSOCIATION,D,799000,FMV
201921359349301397,530196603,GEORGETOWN UNIVERSITY ALUMNI ASSOCIATION,J,60781,COST
201921359349301397,530196603,GEORGETOWN UNIVERSITY ALUMNI ASSOCIATION,N,2080235,COST
201921359349301397,530196603,GEORGETOWN UNIVERSITY ALUMNI ASSOCIATION,O,3735298,COST
201921359349301397,530196603,GEORGETOWN UNIVERSITY (USA) UK INIATIVES LIMITED,R,316750,CASH
201921359349301397,530196603,HEAVYBIT HOLDINGS SPV I LP,R,2000000,CASH
201921359349301397,530196603,HEAVYBIT HOLDINGS III LP,R,765000,CASH
201921359349301397,530196603,HOYA RISK INDEMNITY,R,192940,CASH
201921359349301397,530196603,SUTTON SQUARE PARTNERS (OFFSHORE) FUND LTD,S,5000000,CASH
201921359349301397,530196603,THE ALLBRITTON BRASENOSE SCHOLARSHIP FUND,S,44186,CASH
201931349349302203,420707120,BLANCHE JOHNSON TRUST,C,200528,FAIR VALUE
201931349349307448,520595110,ASTHMA CENTER LP,K,348156,LEASE AGREEMENT
201931349349307448,520595110,NEPHROLOGY INVESTMENTS OF ABERDEEN INC,S,427330,PARTNERSHIP DISTRIBUTION
201931349349307448,520595110,IMPALA BLUEBUCK LP,B,150000000,PARTNERSHIP CONTRIBUTION
201931349349307448,520595110,JOHNS HOPKINS PUBLIC HEALTH IN NIGERIA INITIATIVE,B,8258866,COST REIMBURSEMENT
201931349349307448,520595110,JHU CENTER FOR COMMUNICATIONS PROGRAMS - TANZANIA COMPANY,B,2296986,COST REIMBURSEMENT
201922769349300007,311601569,ART ACADEMY HOUSING INC,D,57563,FMV
201921349349309262,383071514,CALVIN COLLEGE REHABILITATION SERVICES,b,100000,FAIR MARKET VALUE
201921349349309262,383071514,CALVIN COLLEGE REHABILITATION SERVICES,o,406403,FAIR MARKET VALUE
201912819349300506,230868160,SISTERS OF THE HOLY FAMILY OF NAZARETH,N,0
201912819349300506,230868160,SISTERS OF THE HOLY FAMILY OF NAZARETH,P,20000,CASH DISBURSEMENTS
201941349349304579,314379507,PHILANDER CHASE CONSERVANCY,R,173122,FMV
201941349349304579,314379507,THE KENYON REVIEW,R,233454,FMV
201941349349304579,314379507,GRAHAM GUND GALLERY,R,1036394,FMV
201921359349308632,270716971,HIGH TECH HIGH,L,549402,CONTRACT SVCS
201921359349308632,270716971,HIGH TECH HIGH,M,258382,MGMT FEES
201921359349311137,560532129,NA,0
201912829349301301,421164750,Mid-America Reformed Seminary Foundation,C,397000
201900719349300640,364682140,Azusa Pacific University,M,Invoices
201900719349300640,364682140,Azusa Pacific University,O,Salary and Benefits
201900719349300640,364682140,Azusa Pacific University,P,Invoices
201900719349300640,364682140,Azusa Pacific University,P,Invoices
201900719349300640,364682140,Azusa Pacific University,P,Book Charges
201900719349300640,364682140,Azusa Pacific University,Q,Tuition Charges
201900719349300640,364682140,Azusa Pacific University,R,Cash Transfers
201900719349300640,364682140,Azusa Pacific University,S,Cash Transfers
201900719349300640,364682140,Azusa Pacific University,S,Cash Transfers
201900719349300020,237179639,8800 CONCORD LLC,K,1362413,BOOK VALUE
201940609349301514,930386972,WUE INVESTMENTS HOLDINGS LP,S,2900000,FAIR MARKET VALUE
201940609349301514,930386972,WUE INVESTMENTS HOLDINGS LP,B,11567945,FAIR MARKET VALUE
201920999349300427,560547498,SOUTHERN BENEDICTINE SOCIETY,C,348850,CASH CONTRIBUTION
201920999349300427,560547498,SOUTHERN BENEDICTINE SOCIETY,K,2464208,FMV - DORM LEASE AND FACILITIES
201920999349300427,560547498,SOUTHERN BENEDICTINE SOCIETY,P,245601,FMV - OTHER OPERATING EXPENSES
201920999349300427,560547498,SOUTHERN BENEDICTINE SOCIETY,Q,542381,FMV - OTHER OPERATING
201911299349302166,237179567,SISTERS OF CHARITY OF CINCINNATI,c,60000,FMV
201930999349300723,610673886,Brighton Properties Inc,K,671783,Cash Value
201930999349300723,610673886,Brighton Properties Inc,B,644781,Cash Value
201930999349300723,610673886,Brighton Properties Inc,L,87533,Cash Value
201930999349300723,610673886,Saratoga Place LTD,D,Cash Value
201930999349300723,610673886,Saratoga Place II LTD,D,Cash Value
201930999349300723,610673886,Saratoga Place II LTD,D,Cash Value
201930999349300723,610673886,Saratoga Place II LTD,D,Cash Value
201930309349301353,344430762,Project 701,r,1,"All amounts under $50,000."
201941019349300814,750800653,Baptist General Convention of Texas,C
