object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,DsrgrddEnttyNm_BsnssNmLn2Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclFrgnCntryCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_DrctCntrllngNACd,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201901969349301905,941156365,THE FREIDENRICH SUPPORT FOUNDATION,485 BROADWAY MAIL CODE 8838,REDWOOD CITY,CA,94063,300519583,SUPPORT,CA,501(C)(3),"12A, I",STANFORD,true
201901969349301905,941156365,THE HONG KONGSU CHARITABLE TRUST,1401 CAROLINE CENTER 28 PING ROAD,CAUSEWAY,HK,986078093,SUPPORT,HK,501(C)(3),N/A,STANFORD,true
201901969349301905,941156365,THE STANFORD TRUST,65 HIGH STREET,OXFORD,UK,OX1 46L,SUPPORT,UK,501(C)(3),N/A,STANFORD,true
201901969349301905,941156365,UNIVERSITY HEALTHCARE ALLIANCE,7999 GATEWAY BLVD STE 300,NEWARK,CA,94560,943192446,HEALTHCARE,CA,501(C)(3),3,SHC,true
201901969349301905,941156365,VALLEYCARE MEDICAL FOUNDATION INC,5655 W LAS POSITAS BLVD 220,PLEASANTON,CA,94588,262593526,SUPPRT SHC-VC,CA,501(C)(3),10,HOSP CMTE LP,true
201901969349301905,941156365,VALLEYCARE SENIOR HOUSING,1111 E STANLEY BLVD,LIVERMORE,CA,94550,943382224,SR. FACILITY,CA,501(C)(3),"12A, I",HOSP CMTE LP,true
201941339349305054,350869045,EMPLOYER-CONTRIBUTION VEBA TRUST DEPAUW UNIVERSITY,PO BOX 37,GREENCASTLE,IN,46135,043838438,VEBA TRUST,MO,501(c)(9),DEPAUW UNIVERSITY,true
201941339349305054,350869045,EMPLOYEE-CONTRIBUTION VEBA TRUST DEPAUW UNIVERSITY,PO BOX 37,GREENCASTLE,IN,46135,043838461,VEBA TRUST,MO,501(c)(9),DEPAUW UNIVERSITY,true
201941339349305054,350869045,Asbury Holdings Inc,300 W Hill Street,Greencasstle,IN,46135,812804072,Hold Real Estate,IN,501(c)(3),Type I,DePauw University,true
201911339349302401,951699394,The Fuller Foundation,385 E Colorado Blvd Suite 250,Pasadena,CA,91101,954124436,"Support religious, charitable, educational, literary and scientific purposes",CA,501(c)(3),Line 7,N/A,0
201941359349302369,210634501,FORRESTAL INVESTMENT CORPORATION,701 CARNEGIE CENTER SUITE 445,PRINCETON,NJ,08540,222968912,HOLDING CO.,NJ,501(c)(2),N/A,PRINCETON U,true
201941359349302369,210634501,STANLEY J SEEGER HELLENIC FUND,701 CARNEGIE CENTER SUITE 445,PRINCETON,NJ,08540,222266810,PROGRAMS,NJ,501(c)(3),12-TYPE I,PRINCETON U,true
201941359349302369,210634501,FORRESTAL AGRICULTURAL CORPORATION,701 CARNEGIE CENTER SUITE 445,PRINCETON,NJ,08540,363625291,INVESTMENTS,IA,501(c)(3),12-TYPE I,PRINCETON U,true
201941359349302369,210634501,PRINCETON UNIVERSITY ALUMNI ORGANIZATION,701 CARNEGIE CENTER SUITE 445,PRINCETON,NJ,08540,222711242,ALUMNI,NJ,501(c)(3),10,na,false
201941359349302369,210634501,PRINCETON UNIVERSITY PRESS,41 William Street,Princeton,NJ,08540,210634483,PUBLICATIONS,NJ,501(c)(3),12-TYPE I,PRINCETON U,true
201941359349302369,210634501,PRINCETON IN AFRICA INC,PO BOX 226,PRINCETON,NJ,08542,223824520,PROGRAMS,NJ,501(c)(3),12-TYPE I,PRINCETON U,true
201941359349302369,210634501,PRINCETON IN ISHIKAWA INC,211 JONES HALL PRINCETON UNIVERSIT,PRINCETON,NJ,08544,223563022,PROGRAMS,NJ,501(c)(3),12-TYPE I,PRINCETON U,true
201941359349302369,210634501,PRINCETON IN BEIJING INC,211 JONES HALL PRINCETON UNIVERSIT,PRINCETON,NJ,08544,223779722,PROGRAMS,NJ,501(c)(3),12-TYPE I,PRINCETON U,true
201941359349302369,210634501,FOUNDING FATHERS PAPERS INC,701 CARNEGIE CENTER Suite 445,PRINCETON,NJ,08540,222365602,RESEARCH/PUB,NJ,501(c)(3),12-TYPE I,na,false
201941359349302369,210634501,RESEARCH COLLECTIONS&PRESERVCONSORTIUM,701 CARNEGIE CENTER Suite 445,PRINCETON,NJ,08540,223751732,BOOK STORAGE,NJ,501(c)(3),12-TYPE I,na,false
201941359349302369,210634501,Princeton University Athens Center,3 TIMARCHOU STREET,PANGKRATI,ATHENS,GR,Programs,GR,N/A,N/A,PRINATHENS,true
201941359349302369,210634501,DIETRICH FOUNDATION,USX TOWER 600 GRANT STNO 5360,PITTSBURGH,PA,15219,364711746,GRANTMAKING,PA,501(C)(3),12-TYPE I,NA,false
201941359349302369,210634501,Eugene Higgins Charitable Trust,PO BOX 1802,PROVIDENCE,RI,02901,136073358,GRANTMAKING,RI,501(c)(3),12-TYPE III,NA,false
201941359349302369,210634501,Catharine D Sharpe Charitable Trust,C/O L HARNER 3000 TWO LOGAN SQ,PHILADELPHIA,PA,19103,232057737,GRANTMAKING,PA,501(c)(3),12-TYPE III,NA,false
201911339349306716,951664101,The Claremont Colleges Inc,101 S Mills Ave,Claremont,CA,91711,954786748,Supporting Organization,CA,501(c)(3),"12a, type I",N/A,0
201911339349306716,951664101,Claremont McKenna College Foundation,500 E 9th Street,Claremont,CA,91711,330735781,Supporting Organization,CA,501(c)(3),"12a, type I",Claremont McKenna College,1
201911339349306716,951664101,Children's Education Center of Claremont,500 E 9th Street,Claremont,CA,91711,954508952,Preschool and Elementary School,CA,501(c)(3),Line 2,Claremont McKenna College,1
201911339349306716,951664101,Claremont Investment Fund,500 E 9th Street,Claremont,CA,91711,823049880,Supporting Organization,CA,501(c)(3),"12a, type I",Claremont McKenna College,1
201911339349306716,951664101,Claremont Investment Management Company,500 E 9th Street,Claremont,CA,91711,823028605,Supporting Organization,CA,501(c)(3),"12a, type I",Claremont McKenna College,1
201911339349306456,410969244,SISTERS OF THE ORDER OF SAINT BENEDICT,104 CHAPEL LANE,ST JOSEPH,MN,56374,410695523,MONASTERY,MN,501(C)(3),1,NA,false
201911339349306646,591113963,CLEARWATER CHRISTIAN FOUNDATION INC,4201 CONGRESS ST STE 170,CHARLOTTE,NC,28209,473715943,EDUCATION FOUNDATION,NC,501(C)(3),LINE 7,N/A,0
201921359349312842,522122145,UNIVERSITY OF MARYLAND FACULTY PHYSICIANS INC,250 W PRATT STREET SUITE 901,BALTIMORE,MD,21201,521299563,COORDINATION AND IMPLEMENTATION OF A MEDICAL SERVICE PLAN,MD,501(C)(3),"LINE 12B, II",0
201921359349312842,522122145,UNIVERSITY OF MARYLAND ORTHOPAEDIC TRAUMA ASSOCIATES PA,110 S PACA STREET SUITE 300,BALTIMORE,MD,21201,522381867,SHARED EMPLOYEES AND FACILITIES,MD,501(C)(3),LINE 10,1
201921359349307527,237421224,SYSTEM MANAGEMENT GROUP,11355 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,201269904,PROVIDE ADMINISTRATIVE SERVICES TO AFFILIATED INSTITUTIONS,CA,501(C)(3),"LINE 12B, II",N/A,1
201921359349307527,237421224,NATIONAL UNIVERSITY VIRTUAL HIGH SCHOOL,11355 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,562438569,EDUCATIONAL INSTITUTION,CA,501(C)(3),LINE 10,N/A,1
201921359349307527,237421224,NORTHCENTRAL UNIVERSITY (FKA WESTMED COLLEGE),11355 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,900171867,EDUCATIONAL INSTITUTION,CA,501(C)(3),LINE 10,N/A,1
201921359349307527,237421224,JOHN F KENNEDY UNIVERSITY,100 ELLINWOOD WAY,PLEASANT HILL,CA,945234817,941610694,EDUCATIONAL INSTITUTION,CA,501(C)(3),LINE 2,N/A,1
201921359349307527,237421224,SPECTRUM PACIFIC LEARNING INC,11355 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,453996682,INACTIVE,CA,501(C)(3),LINE 10,N/A,1
201921359349307527,237421224,NATIONAL UNIVERSITY,11355 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,237172306,EDUCATIONAL INSTITUTION,CA,501(C)(3),LINE 2,N/A,1
201921359349307527,237421224,NATIONAL UNIVERSITY INTERNATIONAL INC,11355 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,453997908,INACTIVE,CA,501(C)(3),LINE 2,N/A,1
201911309349302546,810378823,SALISH KOOTENAI COLLEGE FOUNDATION,PO BOX 117,PABLO,MT,59855,810459542,INVESTMENT,MT,501(C)(3),"LINE 12A, I",SALISH KOOTENAI COLLEGE INC,1
201911309349302546,810378823,CONFEDERATED SALISH AND KOOTENAI TRIBES OF FLATHEAD NATION,PO BOX 278,PABLO,MT,59855,810230409,INDIAN TRIBE,MT,IRC 7871,0
201911309349302461,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,912 W FRANKLIN STREET POST OFFICE B,RICHMOND,VA,232843035,546001758,PUBLIC UNIVERSITY WITH TWO MAIN CAMPUSES,VA,115,N/A,0
201911339349304226,350868188,Association of Notre Dame Clubs Inc,Controllers Office,724 Grace Hall,Notre Dame,IN,46556,311050144,Alumni association,IN,501(c)(3),Type III-FI,University of Notre Dame du Lac,true
201911339349304226,350868188,Fundacion University of Notre Dame Chile,Study abroad program,CI,501(c)(3),University of Notre Dame du Lac,true
201911339349304226,350868188,The University of Notre Dame (USA) in England,Study abroad program,UK,501(c)(3),University of Notre Dame du Lac,true
201911339349304226,350868188,University of Notre Dame du Lac Gillen Foundation,Controllers Office,724 Grace hall,Notre Dame,IN,46556,237125378,Research facility operations,MI,501(c)(3),Type I,University of Notre Dame du Lac,true
201911339349304226,350868188,Voice of the Fighting Irish Inc,Controllers Office,724 Grace Hall,Notre Dame,IN,46556,311135580,Radio station,IN,501(c)(3),Type I,University of Notre Dame du Lac,true
201912269349301721,237275328,BIG BEND COMMUNITY COLLEGE,7662 CHANUTE STEET NE,MOSES LAKE,WA,98837,910826741,EDUCATION,WA,STATE AGENCY,LINE 2,N/A,0
201922559349301132,350715530,INDEPENDENT COLLEGES OF INDIANA INC,30 SOUTH MERIDIAN STREET STE 800,INDIANAPOLIS,IN,46204,310901001,EDUCATION,IN,501(c)(3),12,NA,false
201941919349300039,251094922,POINT PARK UNIVERSITY FOUNDATION,201 WOOD STREET,PITTSBURGH,PA,15222,473515830,"TO PROMOTE, SUPPORT, AND FURTHER THE PURPOSES OF POINT PARK UNIVERSITY",PA,501(C)(3),509(A)(3),POINT PARK UNIVERSITY,0
201922419349300732,364500805,CENTRAL MICHIGAN UNIVERSITY,1200 S FRANKLIN ST,MOUNT PLEASANT,MI,48859,386004447,UNIVERSITY,MI,501C3,6,N/A,false
201931309349303323,580593414,ENOTAH PROPERTIES FOUNDATION INC,1 COLLEGE ST,YOUNG HARRIS,GA,305820068,810811529,COLLEGE FACILITIES (ROLLINS CAMPUS CENTER),GA,501(C)(3),"LINE 12B, II",YOUNG HARRIS COLLEGE,1
201941359349303339,730587210,SOUTHERN NAZARENE UNIVERSITY FOUNDATION,6729 NW 39TH EXPRESSWAY,BETHANY,OK,73008,731293682,EDUCATION SUPPORT,OK,501(C)(3),"LINE 12B, II",SOUTHERN NAZARENE UNIVERSITY,1
201931349349309033,362182171,BILLY GRAHAM CENTER,501 COLLEGE AVENUE,WHEATON,IL,60187,362982217,RESEARCH,IL,501(c)(3),Type I,WHEATON COLLEGE,true
201931349349309033,362182171,WHEATON COLLEGE ALUMNI ASSOCIATION,501 COLLEGE AVENUE,WHEATON,IL,60187,366127340,ALUMNI ASSOC,IL,501(c)(3),Type I,WHEATON COLLEGE,true
201931349349306603,810703551,GREAT RIVER LAND TRUST INC,1 RIVERSIDE DRIVE,EAST HARTFORD,CT,06118,454128786,LAND PRESERVATION,CT,501(C)(3),LINE 7,GOODWIN COLLEGE INC,0
201931349349306603,810703551,GOODWIN COLLEGE FOUNDATION INC,ONE RIVERSIDE DRIVE,EAST HARTFORD,CT,06118,061599388,FUNDRAISING,CT,501(C)(3),LINE 10,GOODWIN COLLEGE INC,0
201931349349306603,810703551,GOODWIN COLLEGE INC,ONE RIVERSIDE DRIVE,EAST HARTFORD,CT,06118,061627882,EDUCATION,CT,501(C)(3),LINE 2,0
201931349349306603,810703551,GOODWIN COLLEGE MAGNET SCHOOLS INC,ONE RIVERSIDE DRIVE,EAST HARTFORD,CT,06118,810703802,SUPPORT FOR GOODWIN COLLEGE MAGNET SCHOOLS,CT,501(C)(3),LINE 2,GOODWIN COLLEGE INC,0
201931349349306603,810703551,CONNECTICUT TRAINING CENTER INC,1137 MAIN STREET,EAST HARTFORD,CT,06108,223235660,EDUCATION,CT,501(C)(3),LINE 2,GOODWIN COLLEGE INC,0
201941349349306264,580566205,HOWARD THURMAN EDUCATIONAL TRUST,830 WESTVIEW DR STE 109-7,ATLANTA,GA,30324,946109302,SUPPORT,GA,501(C)(3),9,NA,false
201941359349306444,135562985,ASTOR PLACE HOLDING CORPORATION,C/O COOPER UNION 30 COOPER SQUARE,NEW YORK,NY,10003,136126686,PROPERTY,NY,501(c)(2),N/A,COOPER UNION,true
201941359349306444,135562985,CV STARR RESEARCH FOUNDATION,C/O COOPER UNION 30 COOPER SQUARE,NEW YORK,NY,10003,132878769,RESEARCH/EDUC,NY,501(c)(3),12-1,COOPER UNION,true
201911339349307756,463006107,WESTERN ASSOCIATION OF SCHOOLS & COLLEGE,533 AIRPORT BLVD,BURLINGAME,CA,94010,941529535,ACCREDITATION SERVICES,CA,501(C)(3),509(A)(2),N/A,false
201911339349307756,463006107,WASC SENIOR,985 ATLANTIC AVE 100,ALAMEDA,CA,94501,462847593,ACCREDITATION SERVICES,501(C)(3),509(A)(2),N/A,false
201911339349305091,231433899,GENERAL CHURCH OF THE NEW JERUSALEM,1120 CATHEDRAL ROAD,BRYN ATHYN,PA,19009,231445615,"SHARED EMPLOYEES AND SERVICES, SPLIT CONTRIBUTIONS",PA,501(C)(3),170(B)(1)(A)(I),N/A,0
201931359349309053,350868073,Earlham Foundation,801 National Road West,Richmond,IN,47374,356014491,Supporting organization,IN,501(c)(3),"Line 12b, II",Earlham College,0
201921349349308117,340946903,JEWISH FEDERATION OF CLEVELAND,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,340714445,"GRANTS & ALLOCATIONS FOR CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES",OH,501(C)(3),7,N/A,0
201921349349308117,340946903,JOANN AND THOMAS ADLER FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341858749,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MILDRED & MARTIN BECKER FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341711965,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,THE SEMI J & RUTH W BEGUN FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341594565,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,CHELM FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,300226826,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,CLEVELAND HEBREW SCHOOLS EDUCATIONAL FDTN,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,340714599,"SEE SCHEDULE R, PART VII, SUPPLEMENTAL INFORMATION FOR PRIMARY ACTIVITY",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,ELLEN E & VICTOR J COHN SUPPORTING FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311606939,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,COMMISSION ON CEMETERY PRESERVATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341771506,"SEE SCHEDULE R, PART VII, SUPPLEMENTAL INFORMATION FOR PRIMARY ACTIVITY",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,FEDERATION HOLDINGS INC,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,237133908,HOLDS LEGAL TITLE TO DONATED REAL ESTATE,OH,501(C)(2),N/A,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,FGI FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341916912,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,RINA & SAMUEL M FRANKEL FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311502121,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,PEGGY AND JOHN GARSON FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341916905,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,ROBERT AND SUSAN R HURWITZ FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341916908,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,THE IMMERMAN FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341533181,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,JEWISH COMMUNITY HOUSING INC,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341276120,"SEE SCHEDULE R, PART VII, SUPPLEMENTAL INFORMATION FOR PRIMARY ACTIVITY",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,THE MT SINAI HEALTH CARE FOUNDATION,11000 EUCLID AVE,CLEVELAND,OH,44106,341777878,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MADAV IX FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341638258,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MADAV XVII FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341827879,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MADAV XVIII FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341827878,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MALTZ FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311566163,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MANDEL SPPRTING FDTNS-JACK N AND LILYAN MANDEL FUND,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341350566,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MANDEL SPPRTING FDTNS-JOSEPH C AND FLORENCE MANDEL FUND,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341350568,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MANDEL SPPRTING FDTNS-MORTON L AND BARBARA MANDEL FUND,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341350570,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MEISEL FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311583883,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MILLER GOOD FAMILY CHARITABLE FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341832965,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,ALEX & ANNE MILLER FAMILY CHARITABLE FUND,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311204735,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,DAVID & RUTH MOSKOWITZ FAMILY CHARITABLE FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341806783,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,DAVID AND INEZ MYERS FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,346560945,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,EILEEN AND MYRON NICKMAN FAMILY SUPPORTING FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341916911,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,PHYLLIS & DEBRA ANN NOVEMBER CHILDREN'S FUND,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311566156,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,OSTARA,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311606934,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,THE HARRY RATNER HUMAN SERVICES FUND,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341360076,"SEE SCHEDULE R, PART VII, SUPPLEMENTAL INFORMATION FOR PRIMARY ACTIVITY",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,THE RIMON XLI FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341916913,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,ROBERT S & SYLVIA K REITMAN FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,311502117,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,DAVID AND ENID ROSENBERG FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,371777614,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,SCHOLNICK FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,611749334,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,NATHAN & FANNYE SHAFRAN FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341458950,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,LAWRENCE C SHERMAN FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341806781,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,MICHAEL & ANITA SIEGAL FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341832962,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,NORMA AND ERNIE SIEGLER FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,341546349,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
201921349349308117,340946903,ROBERT AND EILEEN SILL FAMILY FOUNDATION,25701 SCIENCE PARK DRIVE,CLEVELAND,OH,441227302,464104662,"SUPPORT CHARITABLE, EDUCATIONAL AND RELIGIOUS PURPOSES OF FEDERATION",OH,501(C)(3),12A TYPE 1,JEWISH FEDERATION OF CLEVELAND,0
