object_id,ein,NnCshChckbxInd,Dsc,CntrbtnCnt,NncshCntrbtnsRptF990Amt
201941359349306759,251775321,X,EQUIPMENT,4,122890,FAIR MARKET VALUE
201901359349312055,310537177,X,OTHER MISCELLANEOUS,7,40842,COST
201901359349312055,310537177,X,SERVICES,1,27015,COST
201931309349301143,251114320,X,TRANSPORTATION FEES,1,6158,COST
201901359349307530,050258956,X,PHOTOGRAPHY EQUIPMENT,1,0,FMV
201901359349307530,050258956,X,TABLES AND CHAIRS,1,0,FMV
201901359349312140,590624412,X,Furniture Fixtures & Equipment,15,30835,Cost
201901359349312140,590624412,X,Miscellaneous,36,178,Cost
201911339349307321,361408475,X,GIFT CERTIFICATES,86,6395,COST/SELLING PRICE
201911339349307321,361408475,X,Sporting Events,47,4784,COST/SELLING PRICE
201911339349307321,361408475,X,MISCELLANEOUS,52,3226,COST/SELLING PRICE
201911339349302171,580566143,X,MISCELLANEOUS,114,87401,FAIR MARKET VALUE
201911339349302171,580566143,X,LAWN CARE PRODUCTS,3,11870,FAIR MARKET VALUE
201941339349307814,150532078,X,Equipment,3,2955,FMV
201941339349307814,150532078,X,Miscellaneous,14,14,FMV
201941349349306029,570314395,X,EVENT TICKETS,1,2514,COST
201941349349306029,570314395,X,SUPPLIES,5,1042,COST
201901359349306755,591023117,X,Athletic Gear,1,3826,Opinions of experts
201921349349305987,314379532,X,HORSES,9,590000,Market value
201921349349305987,314379532,X,Equipment,7,16125,Market value
201921349349305987,314379532,X,MISCELLANEOUS,13,9172,Market value
201911339349302221,541031437,X,SILVER BARS,1,1523378,FMV
201911339349304826,741233796,X,OTHER,45,73490,$1 OR STATED VALUE
201911339349304826,741233796,X,PIANO,1,44900,APPRAISAL
201911339349303986,042121659,X,Lab Supplies,24,441828,Fair Market Value
201911339349303986,042121659,X,Lab Equipment,5,92856,Fair Market Value
201911339349303986,042121659,X,grand piano,1,7500,Fair Market Value
201911339349303986,042121659,X,wireless radio and parts,1,875,fair market value
201941129349300319,750827409,X,ADDITIONAL NONCASH CONTRIBUTIONS,27,48190,FMV
201941129349300829,250981156,X,VIOLIN,1,2000,FAIR MARKET VALUE
201941129349300829,250981156,X,MISCELLANEOUS,1,475,FAIR MARKET VALUE
201941129349300829,250981156,X,EVENT TICKETS,1,70,FAIR MARKET VALUE
201921359349301397,530196603,X,Auction Items,29,15024,Market value
201921359349301397,530196603,X,Other Gifts in Kind,118,218216,Market value
201921359349301387,133643485,X,BEVERAGES FOR FUNDRAISING EVENTS,13,38754,FMV
201931349349302203,420707120,X,2,24190
201931349349307448,520595110,X,MUSICAL INSTRUMENTS,11,0
201931349349307448,520595110,X,OTHER EQUIP.,7,0
201931349349307448,520595110,X,OTHER,30,0
201921349349309262,383071514,X,Supplies and giveaways,8,8076,Cost
201921349349309262,383071514,X,Donated Tuition Gift Certificates,2,6289,Fair Market Value
201912989349300416,420680323,X,EQUIPMENT,4,7253,"SEE SCH M, PART II"
201912989349300416,420680323,X,TICKETS,2,58,"SEE SCH M, PART II"
201911299349302101,953538772,X,1,59650
201921359349301477,580566167,X,ORGAN,1,56500,FMV
201921359349301477,580566167,X,INSURANCE POLICY,1,87511,FMV
201921359349301477,580566167,X,VACATION PACKAGE,10,10658,FMV
201921359349301477,580566167,X,MISCELLANEOUS,1,300,FMV
201941349349304579,314379507,X,ENTERTAINMENT EVENT,1,30000,SELLING PRICE
201941349349304579,314379507,X,EVENT HOSTING EXPENSES,3,7662,OTHER-NOMINAL VALUE
201941349349304579,314379507,X,MUSIC EQUIP.,1,3000,APPRAISAL
201941349349304579,314379507,X,LAB EQUIP.,1,1,OTHER-NOMINAL VALUE
201921359349311137,560532129,X,EQUIPMENT,13,703820,VARIOUS
201921359349311137,560532129,X,EVENT TICKETS,3364,660067,FMV/FACE VALUE
201921359349311137,560532129,X,MISCELLANEOUS,147,298018,VARIOUS
201922909349300847,480556726,X,FARM COMMODITIES,2,31598,PRICE PER ELEVATOR
201900719349300020,237179639,X,SUPPLIES & EQUIPMENT,4,120100,COST
201940609349301514,930386972,X,TRUST INTERESTS,7,1474179,OPINION OF EXPERTS
201940609349301514,930386972,X,MUSICAL INSTRUMENT,1,8500,OPINION OF EXPERTS
201940609349301514,930386972,X,MACHINERY,1,7356,OPINION OF EXPERTS
201940929349300544,150532204,X,Musical Instruments,2,4200,EXPERT OPINION
201940929349300544,150532204,X,Supplies,10,2226,COMPARABLE SALES
201911299349302166,237179567,X,in kind misc,1,1002,COST/SELLING PRICE
201911299349302166,237179567,X,in kind print & ads,6,8492,cost/selling price
201930999349300533,590637903,X,COMPUTER EQUIPMENT,2,756630,FMV
201930999349300533,590637903,X,EQUIPMENT,1,44444,FMV
201930999349300533,590637903,X,ART SUPPLIES,4,2000,FMV
201930309349301353,344430762,X,Travel,8,7016,Receipts
201930309349301353,344430762,X,Equipment,6,819,Market Value
201941349349307889,540505965,X,CHARTER FLIGHT COSTS,1,6934,FMV
201941019349300109,042104149,X,MISCELLANEOUS,80,170694,FMV ON DATE OF GIFT
201910989349300816,020263136,X,14.5 Cases of Wine,1,6945,Donor Provided Docum
201921019349300627,410795255,X,Building Matl.,2,22000,FMV
201921019349300627,410795255,X,Fuel,1,4500,FMV
201921019349300627,410795255,X,Books & Equipment,1,2207,FMV
201921019349300627,410795255,X,Cabinets/Lumber/Display Shelves,3,1630,FMV
201921019349300627,410795255,X,Lifeguard Equipment & Training,1,970,FMV
201921019349300627,410795255,X,Christmas Cards,1,500,FMV
201921019349300627,410795255,X,Printer Costs,1,59,FMV
201921019349300512,010211810,X,Lab equipment,1,30000,Market value
201920959349300342,231352652,X,GOLD WATCHES,1,24000,DONOR COST
201920959349300342,231352652,X,BLDG MATERIALS,1,21097,DONOR COST
201920959349300342,231352652,X,HONDA ODYSSEY,1,2900,FMV
201901359349311480,540946734,X,EQUIPMENT,2,1170084,FAIR MARKET VALUE
201901359349311480,540946734,X,HORSES,6,91499,FAIR MARKET VALUE
201931349349302593,231352651,X,MEDICAL EQUIPMENT,2,422758,FMV
201931349349302593,231352651,X,BILLBOARD ADVERTISING,1,92000,FMV
201931349349302593,231352651,X,JEWELRY,1,10800,FMV
201931349349302593,231352651,X,MEALS,1,5000,FMV
201941429349300324,730579265,X,WALNUT STEINWAY PIANO,1,48500,FMV
201941429349300324,730579265,X,MISC,98,42746,FMV
201941429349300324,730579265,X,FRENCH VASSILIER,1,8000,FMV
201921359349301747,951642394,X,EQUIPMENT,27,1623827,FMV
201922879349301877,630329409,X,EQUIPMENT,1,7000,FMV
201922879349301877,630329409,X,OTHER,1,90,FMV
201833189349306168,580633977,X,ASSUMPTION OF DEBT,1,736756,FMV
201833189349306168,580633977,X,AGRICULTURAL,1,1000,FMV
201921359349308582,060646623,X,Strain gauges,164,23192,0
201921359349308582,060646623,X,Gift Cards,130,1812,0
201921359349308582,060646623,X,Piano,1,2500,0
201901419349301225,381374230,X,LIFE INSURANCE POLICY,1,72537,FMV
201843459349300004,030197728,X,TOOLS & EQUIP,7,37954,FMV
201843459349300004,030197728,X,RAFFLE ITEMS,19,3031,FMV
201921369349300117,516000297,X,EQUIPMENT,7,179065,Opinion of Experts
201921369349300117,516000297,X,MUSICAL INSTRUMENTS,3,860,Opinion of Experts
201921369349300117,516000297,X,CDS AND VIDEO GAMES,2,325,Opinion of Experts
201921369349300117,516000297,X,FISH,1,280,Opinion of Experts
201921369349300117,516000297,X,Pine Tree,0,0,Purchase Cost
201902989349300145,020274509,X,Cryptocurrency,1,300000,FMV
201823169349301967,570314415,X,"GIFT CARDS, JEWELRY, TICKETS",43,14006,FMV
201911309349303346,250965591,X,RELAY PANELS,2,82544,WRITTEN APPRAISAL
201911309349303346,250965591,X,TRAVEL&AIRFARE,1,1263,FMV
201911309349303346,250965591,X,GIFT CARD,1,50,VALUE AT DATE OF CON
201803479349301305,951916051,X,Carpet,1,12600
201803479349301305,951916051,X,Advertising,1,6000
201803479349301305,951916051,X,Gift Cards,15,2118
201813179349301571,350885591,X,FLAGPOLES,1,6671,APPRAISAL
201813179349301571,350885591,X,ANNUITIES,3,141543,FMV
201813179349301571,350885591,X,VINYL RECORDS,3,23500,APPRAISAL
201911309349303361,042452884,X,CLOTHING & ACCESSORIES,1,25000,FAIR MARKET VALUE OF
201901309349300410,540506319,X,DONATED GIFTS IN KIND,13,10449,FMV
201941359349308634,580603153,X,CONSTRUCTION MATERIALS,5,158000,FMV
201941359349308634,580603153,X,MUSICAL INSTRUMENTS AND SUPPLIES,4,122715,FMV
201941359349308634,580603153,X,LANDSCAPING MATERIALS,3,60000,FMV
201941359349308634,580603153,X,IT,1,20000,FMV
201941359349308634,580603153,X,LAB EQUIPMENT,1,12300,FMV
201941359349308634,580603153,X,PHOTOGRAPHY EQUIPMENT,1,6151,FMV
201941359349308634,580603153,X,STUDENT SUPPLIES,1,6000,FMV
201941359349308634,580603153,X,HANDMADE ITEMS,1,905,FMV
201941349349303044,620528217,X,MEDICAL OFFICE FURNITURE & EQUIPMENT,1,31000,APPRAISAL
201922959349300727,840600653,X,FIXED ASSETS,1,144818
