object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201932959349301018,850474926,TUITION AND FEES,49360,49360
201932959349301018,850474926,MISCELLANEOUS,111,111
202001289349301325,382410852,International Programs,611310,600538,600538,0,0
202001289349301325,382410852,Auxilliary Services,611310,4379502,0,0,4379502
202011339349303066,911036794,TUITION AND FEES,611600,34121590,34121590
202011339349303066,911036794,CLINIC SERVICES,621300,2009312,2009312
202011339349303066,911036794,RESEARCH,541700,700412,700412
202001009349300310,953156658,FOOD SERVICES
202001009349300310,953156658,ROYALTIES AND BOOKS SALES,4003,4003
202001009349300310,953156658,TUITION,75185,75185
202020999349300807,133800725,TUITION AND FEES,688291,688291
201933189349303248,113358541,TUITION AND FEES,611600,2763891,2763891
201933189349303248,113358541,ACUPUNCTURE CLINIC,611600,173792,173792
201933189349303248,113358541,SEMINARS & CLASS RENTA,611600,33082,33082
201913299349300926,386080947,AUXILLIARY SERVICES,900099,684027,684027
201913299349300926,386080947,TUITION AND FEES,611600,665118,665118
201913299349300926,386080947,MISCELLANEOUS,611600,81413,81413
202011049349300861,362167804,TUITION AND FEES,611710,79423824,79423824
202011049349300861,362167804,SALES AND SERVICES OF EDUCATIONAL ACTIVITIES,611710,1837526,1837526
202011049349300861,362167804,AUXILIARY ENTERPRISES,721000,1498338,1498338
202000519349300035,231365953,TUITION AND FEES,611600,43837823,43837823
202000519349300035,231365953,RESIDENCE FEES,611600,2587678,2587678
202000519349300035,231365953,SWIM & SAFETY PROGRAMS,611600,709737,709737
202000519349300035,231365953,FORTIFIED STUDENT DEPOSITS,900099,8200,8200
202000519349300035,231365953,GRANT PROGRAM MGMT FEES,900099,5814,5814
202040449349301484,846024048,"REGISTRATION, TUITION",900099,2431148,2431148
202040449349301484,846024048,WORKSHOP SEMINARS,900099,262,262
202042109349300839,860702049,TUITION AND FEES,611310,10809089,10809089
202042109349300839,860702049,PATIENT SERVICES,621400,1706110,1706110
201943409349300019,251450171,STUDENT ACCEPT/APPL FEES,2650,2650
201943409349300019,251450171,STUDENT BOOKS/SUPPLIES,5357,5357
201943409349300019,251450171,STUDENT CLINICAL FEES,252000,252000
201943409349300019,251450171,STUDENT TUITION,161430,161430
202031329349300433,042103585,TUITION & FEES,611310,61857846,61857846
202031329349300433,042103585,ROOM & BOARD,611310,18594301,18594301
202031329349300433,042103585,MGMT FEE/RENT FROM TAX-EXEMPT AFF,561499,2242106,2242106
202031329349300433,042103585,CONNECTED LEARNING/ED.,611710,1948104,1948104
202031329349300433,042103585,COLLABORATIONS WITH COLLEGES,611710,501615,501615
202010349349300346,750855633,TUITION AND FEES,611600,26439594,26439594
202010349349300346,750855633,AUXILIARY ENTERPRISES,611710,2501228,2501228
202010349349300346,750855633,OTHER REVENUES,611710,493160,493160
201923179349302432,263031521,TUITION & FEES,611310,195950,195950
201933199349305448,351148835,Tuition and Fees,611310,14499060,14499060,0,0
201933199349305448,351148835,Student Housing,611710,3825325,3825325,0,0
201933199349305448,351148835,Athletics,611710,173141,173141,0,0
201933199349305448,351148835,Administrative Income,611310,60471,60471,0,0
201903539349300415,474205567,TUITION FEES,611710,3978946,3978946
201903539349300415,474205567,HOUSING FEES,611710,1165028,1165028
201903539349300415,474205567,OTHER FEES,611710,14560,14560
202031839349301128,362387148,TUITION AND FEES,611710,28277689,28277689
202031839349301128,362387148,AUXILIARY INCOME,611710,378609,378609
202031839349301128,362387148,CAMPUS HOUSING,611710,2420971,2420971
202031839349301128,362387148,FOOD SERVICES,611710,1828322,1828322
202031839349301128,362387148,MISCELLANEOUS,611710,504293,504293
202031829349300028,221912028,TUITION & FEES,611710,57709116,57709116
202031829349300028,221912028,AUXILARY ENTERPRISE,611710,5170327,5170327
202031619349301013,340801310,TUITION INCOME,611710,1299906,1299906
202031619349301013,340801310,RENTAL INCOME,611710,355681,355681
202001369349304315,010215213,TUITION AND FEES,611710,97417000,97417000
202001369349304315,010215213,ROOM AND BOARD,611710,24886000,24886000
202001369349304315,010215213,AUXILIARY ENTERPRISES,611710,4902000,4426000,476000
202001369349304315,010215213,APPLICATION FEES,611710,160000,160000
202001369349304315,010215213,OFF-CAMPUS STUDY,611710,296000,296000
202031059349300843,591237047,TUITION AND FEES,611430,144494771,144494771,0,0
202031059349300843,591237047,SALE OF AUXILIARY ENTERPRISES,611710,16421492,16421492,0,0
202031059349300843,591237047,CAMPS/CONFERENCES,900099,226770,178329,48441,0
202031059349300843,591237047,ALL OTHER REVENUES,900099,1117898,1117898,0
201933169349300958,200471061,FEES,250,250
201933169349300958,200471061,HOUSING,1975330,1975330
201933169349300958,200471061,LESS: SCHOLARSHIPS,-3697305,-3697305
201933169349300958,200471061,OTHER INCOME,29511,29511
201933169349300958,200471061,TUITION,8659007,8659007
202021349349303717,132981115,TUITION AND FEES,611600,53543569,53543569
202021349349303717,132981115,AUXILIARY ENTERPRISES,900099,3702986,3702986
202031689349301718,061519057,Student tuition and fees,611310,22279659,22279659,0,0
202031689349301718,061519057,Collaboratory program revenue,611310,364546,364546,0,0
202020219349300817,840442429,TUITION AND FEES,900099,95059410,95059410
202020219349300817,840442429,STUDENT HOUSING,721310,6240874,6240874
202020219349300817,840442429,FOOD SERVICE,721310,3894733,3894733
202020219349300817,840442429,STUDENT EVENTS AND HOSTING,900099,160775,160775
202020219349300817,840442429,BOOKSTORE REVENUE,451211,235569,235569
202041929349302924,610458355,TUITION & FEES,611600,38977873,38977873
202041929349302924,610458355,AUXILIARY INCOME,611710,6838643,6838643
202011009349301306,160743150,TUITION AND FEES,611710,66536947,66536947
202011009349301306,160743150,RESIDENCE HALL,721000,10913555,10913555
202011009349301306,160743150,FOOD SERVICE/DINING,722210,2238425,2238425
202001709349301705,660362666,TUITION AND FEES,611110,33272292,0,0
202031969349305463,340714334,TUITION AND FEES,900099,26626636,26626636
202031969349305463,340714334,AUXILIARY SERVICES,900099,2945861,2945861
202041009349301404,420707114,TUITION AND FEES,611600,39580431,39580431
202041009349301404,420707114,AUXILIARY ENTERPRISES,611600,6790988,6790988
201923019349300772,570324916,Tuition/Room/Board,611310,17663230,17663230,0,0
201903199349316125,472553196,Capitation Fees,524292,402459076,402459076
201903199349316125,472553196,Program and Support Revenues,621300,9419355,9419355
201903199349316125,472553196,Monitoring Fees,621300,4073720,4073720
201903199349316125,472553196,Cancer Center Affiliate,621500,2149826,2149826
202011359349301641,560532144,TUITION AND FEES,611600,21025266,21025266
202011359349301641,560532144,AUXILIARY ENTERPRISES,611710,4098147,4098147
202021959349303987,941156365,STUDENT INCOME,900099,974910041,974910041
202021959349303987,941156365,GOVT.& NON GOVT.CONTRACT,900099,222003585,222003585
202021959349303987,941156365,PATIENT CARE,900099,1210221350,1210221350
202021959349303987,941156365,SPECIAL PROGRAMS,900099,566510860,566510860
202021959349303987,941156365,DRIVING RANGE,713910,651519,651519
201923109349301317,943111522,TUITION AND FEES,611710,1259853,1259853
201923109349301317,943111522,CLINIC INCOME,621400,301382,301382
201923109349301317,943111522,CEU INCOME,621400,102585,102585
202030509349300023,370673484,TUITION & FEES,611310,7499143,7499143
202030509349300023,370673484,ROOM & OTHER SERVICES,611310,1778240,1778240
202030509349300023,370673484,CAMPUS BOOKSTORE SALES,611310,312428,312428
202030509349300023,370673484,OTHER PROGRAM SERVICE,611310,255080,255080
202031829349300348,941021164,Student Tuition & Fees,611310,70293988,70293988
202031829349300348,941021164,Auxiliary Services,611310,9933348,9933348
202011359349304471,314379560,Tuition and Fees,611310,35667947,35667947
202011359349304471,314379560,Auxiliary Enterprises-Room and Board,611310,5680048,5680048
202041209349300324,941312349,Tuition and Fees,611310,30092521,30092521
202041209349300324,941312349,Auxiliary Services,611310,6021290,6021290
201923199349304052,470724387,TUITION & FEES,611600,17773630,17773630
201923199349304052,470724387,WORKSHOPS,611710,1570574,1570574
201923199349304052,470724387,STUDENT DORMS,611710,692217,692217
201923109349301637,550357056,TUITION & FEES,611310,37906936,37906936
201923109349301637,550357056,AUXILLARY INCOME,611710,9575765,9575765
202040789349301124,620599339,TUITION & FEES,611310,32012471,32012471
202040789349301124,620599339,STUDENT ROOM AND BOARD,611310,4765601,4765601
202040789349301124,620599339,AUXILIARY ENTERPRISES,611310,383993,383993
202040789349301124,620599339,"SUMMER CAMP, PROFESSIONAL WORKSHO",611310,255464,255464
202020739349300307,480547846,TUITION AND FEES,611710,27744182,27744182
202020739349300307,480547846,RESIDENCE HALLS,611710,1112041,1112041
202020739349300307,480547846,CAFETERIA,611710,1026725,1026725
202020739349300307,480547846,ST. MARY CENTER,611710,99460,99460
202001979349306785,860186050,STUDENT TUITION & FEES,611310,16702580,16702580
202001979349306785,860186050,AUXILIARY SERVICES,611710,2560367,2560367
202001969349305225,741180151,TUITION AND FEES,611710,12509808,12509808
202001969349305225,741180151,AUXILIARY ENTERPRISES,611710,2867012,2867012
202001969349305225,741180151,OTHER PROGRAM REVENUE,611710,139250,139250
202001969349305225,741180151,FEE INCOME,611710,73587,73587
202040979349301019,272502614,SPECIAL EVENT INCOME,711300,36564,36564
202040979349301019,272502614,LITERARY BOOKS AND OTH,451211,3130,3130
202040979349301034,410969244,TUITION AND FEES,611310,80575868,80575868
202040979349301034,410969244,AUXILIARY REVENUE,721310,17728282,16861615,866667
202040979349301034,410969244,OTHER SOURCES - FINE ARTS,711190,1441238,1382642,58596
201943109349302899,450474305,Tuition,611600,95543,95543
201943169349302044,391739731,KDQOL LICENSES,900099,368668,368668
201903119349301670,470394397,Tuition and Fees,900099,2163709,0,0
201903119349301670,470394397,Auxiliary enterprises,611710,2419073,0,0
201903119349301670,470394397,Miscellaneous fees,900099,108837,0,0
201903179349303985,273339369,TUITION AND FEES,611310,81757516,81757516
201903179349303985,273339369,COSMETOLOGY SERVICES,611310,223411,223411
201943199349311444,350868095,TUITION & FEES,611710,35301551,35301551
201943199349311444,350868095,"ROOM, BOARD, FEES",611710,10467011,10467011
202021369349300807,231522643,TUITION AND FEES,611710,68146534,68146534
202021369349300807,231522643,AUXILIARY ENTERPRISES,611710,11634974,11634974
202010069349300306,203287316,LEADERSHIP SUMMITS,900099,782472,782472
202010069349300306,203287316,OTHER INCOME: SPONSORS,900099,50000,50000
202010069349300306,203287316,AFFILIATE INCOME: CONV,900099,27000,27000
202010069349300306,203287316,RECRUITMENT INCENTIVES,900099,4800,4800
201903019349300705,383790195,SERVICE FEES,621110,834001,834001
202001759349300205,461192687,CONTRACT INCOME,900099,621731,621731
202001759349300205,461192687,PROGRAM INCOME,900099,26506,26506
202021189349300922,841123408,STUDENT TUITION & FEES,611310,507,507
201913199349316211,770495799,TICKET SALES AND SEMINARS,900099,390275,390275,0,0
201923059349302162,486106237,ROYALTIES,541700,2506424,2506424
201923059349302162,486106237,LEGAL REIMBURSEMENTS,541700,335970,335970
201923059349302162,486106237,MAINTENANCE FEE REIMBU,541700,26252,26252
201923059349302162,486106237,OTHER,541700,13629,13629
201923059349302162,486106237,RESEARCH AGREEMENTS,541700,1000,1000
202040789349300904,420680332,TUITION AND FEES,611600,13943697,13943697
202040789349300904,420680332,ROOM & BOARD,721310,3387376,3387376
202040789349300904,420680332,BOOKSTORE,900099,181683,181683
202040789349300904,420680332,MISC FEES,900099,96058,96058
202040789349300904,420680332,FINANCE CHARGE,451211,10997,10997
201933189349305613,273343277,PROGRAM SERVICE FEES,611710,1525152,1525152
202002069349300115,412096004,SERVICE FEES,611310,33700000,33700000
202021369349300737,586044761,TUITION AND FEES,611710,21920665,21920665
202021369349300737,586044761,AUXILIARY SERVICES,611710,3049220,3049220
202021369349300737,586044761,GOLF COURSE SALES,713910,-605202,-605202
202031639349300628,010211497,Tuition and fees,611310,113641000,113641000,0,0
202031639349300628,010211497,Auxiliary,611710,30024000,30024000,0,0
202031639349300628,010211497,Summer Programs,900099,631000,0,631000,0
202031639349300628,010211497,Physical Fitness Facility,713940,4000,0,4000,0
201923189349312277,390978445,TUITION & FEES,611600,50028465,50028465
201923189349312277,390978445,DORM/FOOD & OTHER AUXILARY,611710,5982790,5982790
201923189349312277,390978445,EVENT ADMISSIONS,711110,480146,480146
201923189349312277,390978445,OTHER STUDENT SERVICES,611600,290092,290092
201913199349302586,362167792,Auxilliary Services,900099,13502181,13502181
201913199349302586,362167792,Other-Public Service,900099,8766790,8766790
201913199349302586,362167792,Sales of Literature,900099,22903285,22903285
201913199349302586,362167792,Tuition and Student Fees,900099,19696272,19696272
202011359349304001,520595110,CONTRACT REVENUE,541700,1940571000,1940571000
202011359349304001,520595110,TUITION AND FEES,611310,1054159000,1054159000
202011359349304001,520595110,CLINICAL SERVICES,541900,745197000,745197000
202011359349304001,520595110,REIMB. FROM AFFILIATES,541900,607930000,607930000
202011359349304001,520595110,SALES - AUXILIARY ENTP,721310,106189000,106130000,59000
201943119349302784,341479317,Tuition and Related,16480,16480
201913499349300301,710959302,PROGRAM SERVICE REVENUE,611600,244147,244147
201903519349300310,370661231,TUITION AND FEES,611430,26095249,26095249
201903519349300310,370661231,DORMITORIES,721310,3457291,3457291
201903519349300310,370661231,FOOD SERVICE,722210,2162715,2162715
201903519349300310,370661231,ATHLETICS,711210,555465,555465
202001969349305490,362167921,IHBE GRANT REVENUE,611710,5100,5100
201943259349300524,721204210,AOS INCOME,21806,21806
201943259349300524,721204210,CAREER MD INCOME,1598,1598
201943259349300524,721204210,CI HEALTHCARE INCOME,700,700
201943259349300524,721204210,CALENDER SALE INCOME (3),-60,-60
201923299349300042,640329300,EDUATION & GENERAL REVENUE,611310,59105167,59105167
201923299349300042,640329300,AUXILIARY INCOME,611310,3590907,3590907
201923299349300042,640329300,ADVERTISING,541800,76050,76050
201903169349303440,300639724,TUITION,900099,362000,362000
201903169349303440,300639724,TEACHER PLACEMENT FEES,900099,252500,252500
201903169349303440,300639724,PARTNERSHIP LICENSING,900099,85000,85000
201943129349301834,522242995,Student's tuition fee,611710,261365,261365
201923099349302567,820309302,TUITION,611310,1150895,1150895
201923099349302567,820309302,AUXILIARY,611710,392274,392274
201923099349302567,820309302,STUDENT SERVICES,611710,107056,107056
201923099349301117,710887547,AIA CONVOCATION DINNER,900099,201825,201825
201923099349301117,710887547,AIA BUSINESS LUNCHEON,900099,12800,12800
202041919349300929,630288850,Tuition and fees,900099,2012505,2012505
202041919349300929,630288850,Room and board fees,721310,1948768,1948768
202041919349300929,630288850,Other income,900099,194805,194805
202041919349300929,630288850,Bookstore sales,451211,63411,63411
202001969349302050,060662150,TUITION AND FEES,611310,18975323,18975323
202001969349302050,060662150,ROOM AND BOARD,611310,5172437,5172437
202001969349302050,060662150,AUXILIARY ENTERPRISES,611310,3726545,3726545
201913479349300606,131662715,STUDENT TUITION AND FEES,900099,13517650,13517650
201913479349300606,131662715,STUDENT HOUSING RENTAL REVENUE,900099,279550,279550
202020379349300317,626047697,PROJECT AND CONTRACT REVENUE,3091737,3091737
202020379349300317,626047697,RENTAL,1966,1966
201903519349301210,310604719,TUITION AND FEES,611710,5494554,5494554
201903519349301210,310604719,AUXILIARY SERVICES,611710,2597556,2597556
201932819349300503,020344073,TUITION AND FEES,611310,2073398,2073398
201932819349300503,020344073,ROOM AND BOARD,611310,809768,809768
201932819349300503,020344073,AUXILIARY,611310,5756,5756
201903189349306145,465088319,SEMINAR FEES & TUITION,611310,63507,63507
201913169349304336,221508627,TUITION AND FEES,900099,101257406,101257406
201913169349304336,221508627,AUXILIARY ENTERPRISES,900099,11701290,11701290
201913169349304336,221508627,OTHER PROGRAM RELATED REVENUE,900099,1724674,1724674
202000709349301200,410795255,Tuition,900099,1346319,1346319
202000709349301200,410795255,Housing,900099,325398,325398
202000709349301200,410795255,Camps & Conferences,900099,142473,142473
202000709349301200,410795255,Mission Ministries,900099,27650,27650
202000709349301200,410795255,Facilities,900099,17038,17038
202040699349300929,472287941,RESIDENCE AND MEALS,611600,68813,68813
202040699349300929,472287941,"TUITION, FEES AND SERV",611600,65993,65993
202040699349300929,472287941,TEXTBOOK INCOME,611600,6199,6199
202040789349300534,930386839,STUDENT TUITION & FEES,611600,110306095,110306095
202040789349300534,930386839,AUXILIARY ENTERPRISES,900099,14209033,14209033
202030949349301103,550370901,Tuition & Fees,611310,2475008,2475008
202030949349301103,550370901,Auxiliary Enterprise,611310,1255977,1255977
202030949349301103,550370901,Extension Ministries,611310,889736,889736
202030949349301103,550370901,Membership dues,611310,4965,4965
202001209349300120,390806202,EDUCATIONAL SERVICES,900099,50459031,50459031
202001209349300120,390806202,ROOM AND BOARD,721310,5284963,5257592,27371
201923179349303092,060647016,TUITION AND FEES,611600,1357186,1357186
201923179349303092,060647016,RESEARCH AND GRANTS,611600,73561,73561
201923179349303092,060647016,SCHOLARLY JOURNALS,611600,65225,65225
201923369349300702,580644897,TUITION AND FEES,611710,14796375,14796375
201923369349300702,580644897,AUXILIARY ENTERPRISES,611710,865217,865217
201903189349305825,470553011,PATIENT SVC-MEDICARE/M,624100,2336381,2336381
201903189349305825,470553011,PATIENT SVC-PRIVATE PA,624100,1628103,1628103
201903189349305825,470553011,TUITION,624100,21610,21610
201903189349305825,470553011,MEDICAL INFORMATION,624100,2793,2793
202000709349301100,410693977,"EDUCATION, GENERAL",611310,80360795,80360795
202000709349301100,410693977,LANGUAGE VILLAGES,611310,12465933,12465933
202000709349301100,410693977,DINING SERVICES,611310,8357300,6955529,1401771
202000709349301100,410693977,RESIDENCE HALLS,611310,4629031,4629031
202000709349301100,410693977,DAY CARE SERVICES,611310,525819,525819
202021959349304412,130429660,TUITION AND FEES,611310,22332063,22332063
202021959349304412,130429660,AUXILIARY ACTIVITIES,611310,4733341,4733341
202000159349300825,980085912,UNIVERSITY EDUCATION,611600,70449561,70449561
202000159349300825,980085912,BRITISH SCHOOL IN TOKYO SHOWA,611600,16608275,16608275
202000159349300825,980085912,JUNIOR-SENIOR HIGH SCHOOL,611600,7709978,7709978
202000159349300825,980085912,ELEMENTARY SCHOOL,611600,3846912,3846912
202000159349300825,980085912,EARLY CHILDHOOD EDUCATION & CARE,611600,874194,874194
201913199349311076,941279803,Traditional Education,611710,40629362,40629362
201913199349311076,941279803,Graduate Program,611710,5296641,5296641
201913199349311076,941279803,Adult Degree Program,611710,2812277,2812277
201903319349301205,460229820,TUITION/EDUCATIONAL,611600,678377,678377
201903319349301205,460229820,MUSEUM,713990,1384,1384
201913509349300321,237410494,TUITION AND REGISTRATI,611310,1516337,1516337
202031359349302068,464317438,CHILD NUTRITION,611600,999,999
201933409349300203,560530251,TUITION AND FEES,900099,34938044,34938044
201933409349300203,560530251,AUXILIARY INCOME,900099,8045824,8045824
201933409349300203,560530251,ATHLETIC INCOME,900099,218162,218162
201933179349304138,341726619,Tuition and Fees,611600,22232764,22232764
201933179349304138,341726619,Continuing Education,611600,292860,292860
202032249349300503,132590811,TUITION,611519,5300080,5300080
202042269349301414,850387957,Tuition income,247656,247656
201903199349307550,470377991,Net Tuition and Fees,611310,46085909,46085909
201903199349307550,470377991,Auxiliary Enterprises,611310,6119811,6119811
201903199349307550,470377991,Other Program Services,611310,429961,420831,9130
202031969349302168,952111210,Tuition and fees,900099,2002958,2002958
202031969349302168,952111210,Student services,900099,29246,29246
202031969349302168,952111210,Auxiliary services,900099,20923,20923
201903199349309820,200683049,TUITION AND RELATED FEES,611600,2812281,2812281
201903199349309820,200683049,CLINIC INCOME,316171,316171
202040799349300734,930386972,TUITION AND FEES,611310,103459843,103459843
202040799349300734,930386972,ROOM AND BOARD FEES,721310,13560551,13560551
202040799349300734,930386972,AUXILIARY INCOME,611710,647196,647196
202022259349301027,951643307,JPL AND OTHER AWARDS,900099,2840833000,2840833000
202022259349301027,951643307,STUDENT TUITION,611600,127613000,127613000
202022259349301027,951643307,USE OF FACILITIES,900099,7189000,7189000
202022259349301027,951643307,AUXILIARY ENTERPRISES,900099,50363000,29380000,4196000,16787000
202041309349300614,363377698,TUITION & FEES,611310,411100382,411100382
202041309349300614,363377698,POST-DOCTORATE PROGRAM,611310,12236344,12236344
202041309349300614,363377698,CLINICAL REVENUE,621400,28323383,28323383
202041309349300614,363377698,STUDENT HOUSING,721310,5070875,5070875
201933199349307808,410789397,TUITION AND FEES,611600,182824,182824
201933199349307808,410789397,RADIO STATION,515100,260820,260820
201913529349300626,272793072,DEDICATED SPACE REVENUE,611710,749981,749981
201913529349300626,272793072,ACADEMIC INSTITUTION,611710,354769,354769
201913529349300626,272793072,OTHER,611710,105602,105602
201933479349300223,410693968,TUITION FEES,611600,19940507,19940507
201933479349300223,410693968,AUXILIARY ENTERPRISES,611710,3654645,3654645
201933479349300223,410693968,OTHER STUDENT FEES,532000,195677,34304,161373
201903389349300840,451859686,PROGRAM SERVICE FEES,10000,10000
201943189349300914,954366755,ACADEMIC SERVICE FEES,611710,458130,458130
201943189349300914,954366755,MINISTRY INCOME,611710,6500,6500
201933509349300733,202280759,TUITION AND FEES,611310,306034,306034
202030739349301148,362515281,Tuition & Fees,611710,38131710,38131710
202030739349301148,362515281,Contracts & Sponsored Activities,611710,536879,536879
202030739349301148,362515281,Adler Community Health Services,611710,77930,77930
201933369349300113,362310478,Student tuition and Fees,611310,26726670,26726670
201933369349300113,362310478,Patient Services and Materials,900099,7574200,7574200
201933369349300113,362310478,Bookstore and Dormitory,900099,1794289,1794289
201933369349300113,362310478,Faculty Research,900099,26263,26263
201933369349300113,362310478,Student Loan Interest,900099,25074,25074
202010349349300306,042104778,TUITION & RELATED FEES,611710,43846457,43846457
202010349349300306,042104778,AUXILIARY REVENUE,611710,13310411,13310411
201923189349304892,830306202,TUITION INCOME,370886,370886
201923189349304892,830306202,AG OPERATIONS,11844,11844
201923189349304892,830306202,STUDENT ACTIVITIES,4060,4060
202001969349301780,942382546,TUITION AND FEES,611710,19863220,19863220
202001969349301780,942382546,EDUCATIONAL CLINIC,611710,1069926,1069926
202001969349301780,942382546,CONTINUING EDUCATION,611710,318367,318367
202001969349301780,942382546,WAVE CONFERENCE REVENUE,611710,293167,293167
202001969349301780,942382546,OTHER PROGRAM REVENUE,611710,214104,214104
201923529349300507,611103422,COLLEGE TUITION AND FEES,611600,447867,447867
201923529349300507,611103422,AUXILIARY ACTIVITIES,611710,299739,299739
201923529349300507,611103422,OTHER,900099,185346,185346
201943479349301049,261251815,249411,249411
202000799349300920,208488048,MISC SPIRIT MERCHANDISE,6396,6396
201943459349300644,370706154,TUITION & FEES,900099,66186995,66186995
201943459349300644,370706154,AUXILLIARY ENTERPRISE REVENUE,900099,6601650,6601650
201943459349300644,370706154,EDUCATIONAL ACTIVITIES REVENUE,900099,410805,410805
201943459349300644,370706154,STUDENT FEES REVENUE,900099,197417,197417
201903089349301925,350886846,Tuition and Fees,611310,56445241,56445241,0,0
201903089349301925,350886846,Auxiliary Enterprises,611310,4459262,4459262,0,0
201903089349301925,350886846,Sales & Services,611310,15807,15807,0,0
201903089349301925,350886846,Miscellaneous,611310,215205,215205,0,0
202002239349301020,812847155,MEDICAL SERVICE FEES,621111,10805857,10805857
202002239349301020,812847155,TEACHING AND RESEARCH REVENUE,611310,1509113,1509113
202002239349301020,812847155,CONTRACT SERVICE REVENUE,611310,912299,912299
201943089349302289,611124267,Tuition Revenue,611710,34076239,34076239
201943089349302289,611124267,Auxiliary Services,611710,493209,493209
201933189349301418,273321328,TUITION,611600,12606,12606
201933189349301418,273321328,APP FEES,611600,50,50
202000639349301000,521859814,UNDERGRADUATE TUITION,611710,11219773,11219773
202000639349301000,521859814,STUDENT HOUSING,611710,2736955,2736955
202000639349301000,521859814,STUDENT FEES,611710,690376,690376
202000639349301000,521859814,CONTINUING EDUCATION,611710,348872,348872
202000639349301000,521859814,STUDENT ART SUPPLIES,611710,103373,103373
202031349349302528,221500483,TUITION & FEES,611710,60772809,60772809
202031349349302528,221500483,ROOM & BOARD,611710,7380921,7380921
202011359349301341,020223339,Tuition and Fees,611600,39064734,39064734
202011359349301341,020223339,Student Room & Board,611600,4599805,4599805
202011359349301341,020223339,Early Childhood Center,900099,871073,871073
202011359349301341,020223339,Other Program Service Revenue,900099,499849,499849
202011359349301341,020223339,Sports Camps,900099,141847,141847
201923199349318377,263453472,ACADEMIC INCOME,611600,211107,211107
202000639349300045,510175975,TUITION,900099,8696537,8696537
202000639349300045,510175975,APPLICATION AND OTHER FEES,900099,48135,48135
202000989349300110,480543728,TUITION AND FEES,13624454,13624454
202000989349300110,480543728,AUXILIARY ENTERPRISES,3706656,3706656
202000989349300110,480543728,MISC. EDUCATION INCOME,509498,509498
201903159349303625,350885591,TUITION AND FEES,900099,175633767,175633767
201903159349303625,350885591,FOOD SERVICE,451211,9729761,9729761
201903159349303625,350885591,RESIDENCE HALLS,721310,9773390,9773390
201903159349303625,350885591,CONFERENCES,721310,2280785,2280785
201903159349303625,350885591,BOOKSTORE,900099,1310465,1310465
202000699349300615,410695509,TUITION,611600,112832054,112832054
202000699349300615,410695509,AUXILIARY SERVICES,532000,10036304,10036304
202000699349300615,410695509,FINANCE FEES,611600,287523,287523
202000699349300615,410695509,FITNESS CENTER,531390,97200,97200
202000699349300615,410695509,FEES & DEPOSITS,611600,79073,79073
202000699349300625,362170136,Tuition and Fees,611310,244065146,244065146
202000699349300625,362170136,Sales/Services of Auxilliary Enterprises,722320,16685844,16482381,203463
202000699349300625,362170136,Student Services,611710,17696831,17696831
202000699349300625,362170136,Equity Interest on IITRI,900000,1101000,1101000
202000499349301245,753220279,LEADERSHIP CONFERENCE,75206,75206
202020639349301017,941585735,TUITION AND FEES,611710,59711665,59711665
202010709349300021,362166964,STUDENT TUITION & FEES,611310,111401348,111401348
202010709349300021,362166964,AUXILIARY REVENUE,611310,6684485,6684485
202010709349300021,362166964,CULTURAL EDUCATION,611310,237658,237658
202010709349300021,362166964,ATHLETIC EVENTS,611310,63481,63481
202030509349300438,460434429,TUITION AND FEES,611600,591686,591686
202030509349300438,460434429,BOOKSTORE,451211,28829,28829
202020999349300507,250965212,TUITION AND FEES,611710,81686441,81686441
202020999349300507,250965212,AUXILIARY REVENUE,611710,21514316,21514316
201943189349310359,570341191,Tuition and Fees,611600,9286732,9286732
201943189349310359,570341191,Sales and Service of Auxiliary Enterprises,611710,3513001,3513001
202042279349300424,621599670,TUITION/HOUSING FEES,611710,14099993,14099993
202042279349300424,621599670,MEDICARE REIMBURSEMENT,900099,3402007,3402007
201913199349319461,611531458,TUITION AND FEES,611600,844686,844686
201943199349311814,116039909,TUITION,611600,269801,269801
201943189349309064,382762367,MEMBERSHIP DUES,900099,298297,298297
201943189349309064,382762367,PARTNERSHIP PROGRAMS,900099,164226,164226
201943189349309064,382762367,REGISTRATION - CONFERE,611710,23985,23985
201943189349309064,382762367,SPONSORSHIPS,900099,17000,17000
202011959349303591,930845182,TUITION AND FEES,611600,5031825,5031825
202011959349303591,930845182,CLINIC FEES,621400,339934,339934
202041929349300324,980681431,TUITION REVENUE AND COURSE FEES,900099,4266891,4266891
201923159349301097,480543766,TUITION AND FEES,611600,41928500,41928500
201923159349301097,480543766,Room & BOARD,611600,2379747,2379747
201923159349301097,480543766,STUDENT CAFETERIA,721310,1826158,1826158
201923159349301097,480543766,STUDENT ACTIVITIES,722320,71494,71494
201923129349303392,953921204,TUITION & OTHER FEE,924178,924178
201923129349303392,953921204,SCHOOL CLINIC,296520,296520
201923129349303392,953921204,MISC INCOME,6953,6953
201942809349301004,161476258,Student Tuition & Fees,611710,79764828,79764828,0,0
201942809349301004,161476258,Auxiliary Enterprises,611710,11850179,11815179,35000,0
202021489349300612,362169157,TUITION (INCLUDING FINANCIAL AID),611600,102247989,102247989
202021489349300612,362169157,STUDENT HOUSING/AUXILIARY ENTERPRISES,721310,15895334,15895334
202021489349300612,362169157,"OTHER ATHLETIC, ACADEMIC, AND ADMIN",611600,812921,812921
202021489349300612,362169157,STUDENT FEES,611600,782367,782367
